brand,model,year,kilometer,fuel,engine,transmission,price
Peugeot,404,1986,200000km,Essence,,Manuelle, 25.0000 DA 
Fiat,Doblo,2023,,,,, 111.0000 DA 
Peugeot,206,2007,340km,GPL,1.6 ess 16V 110ch,Manuelle, 100.0000 DA 
Skoda,Monte Rapid carlo,2019,215000km,Essence,1.6 MPI 110 ch,Manuelle, 330.0000 DA 
Toyota,2023 COROLLA,2023,,,,, 11.0000 DA 
Volkswagen,Ex Jetta line,2023,3500km,Essence,,Automatique, 800.0000 DA 
Peugeot,206,2006,245000km,Essence,1.1 ess 60ch,Manuelle, 95.0000 DA 
Chevrolet,Captiva LTZ,2022,76000km,Essence,2.0 VCDI 163ch BVA,Automatique, 450.0000 DA 
Hyundai,Accent GLS,2016,200000km,Essence,1.5 ess 91ch,Manuelle, 10.0000 DA 
Seat,LINEA Leon R,2016,156000km,Diesel,1.2 TSI 105ch Ecomotive,Manuelle, 10.0000 DA 
Toyota,2023 Corolla,2023,,,,, 100.0000 DA 
Volkswagen,7 Golf START,2019,127000km,Diesel,2.0 TDi 143ch,Manuelle, 427.0000 DA 
Mitsubishi,Doube Evolution L200 cabine,2007,398km,Diesel,2.5 D 136ch,Manuelle, 190.0000 DA 
Peugeot,207,2012,227km,Essence,1.4simple,Manuelle, 177.0000 DA 
Seat,Fr Leon plus,2014,272000km,Diesel,2.0 TDI 143ch,Manuelle, 260.0000 DA 
Citroen,C5,2009,270000km,Diesel,Diesel,Manuelle, 180.0000 DA 
Peugeot,308,2011,199500km,Diesel,1.6 HDI 112ch,Manuelle, 260.0000 DA 
JMC,2018 Jmc foton,2018,,,,, 170.0000 DA 
Renault,2 4 Clio Facelift Limited,2018,132000km,Diesel,1.5 DCi 85ch,Manuelle, 264.0000 DA 
Hyundai,CRETA Creta,2018,,,,, 111.0000 DA 
Renault,19 Storia,1996,,Diesel,1.9 DT 93ch,Manuelle, 45.0000 DA 
Toyota,Hilux,2008,570000km,Diesel,,Manuelle, 235.0000 DA 
Renault, 4 Clio GT Line,2019,144000km,Diesel,1.5 DCI 85ch,Manuelle, 310.0000 DA 
Renault,Extreme Symbol,2015,300000km,Essence,1.2 ess 16V  75ch,Manuelle, 111.0000 DA 
Audi,Off Pack Q5 Road Tech,2016,210000km,Diesel,2.0 TDI 177ch Quattro S-Tronic 7,Automatique, 123.0000 DA 
Renault,4 Clio Dynamique plus,2013,310km,GPL,1.2 ess 16V 75ch,Manuelle, 220.0000 DA 
Volkswagen,7 Golf JOIN,2018,131000km,Diesel,2.0 TDi 143ch,Manuelle, 460.0000 DA 
Fiat,Dublo,2023,,,,, 342.0000 DA 
Peugeot,208 Allure,2013,226000km,Diesel,1.6 HDI 115ch,Manuelle, 180.0000 DA 
Fiat,500 CLUB,2023,,,,, 248.0000 DA 
Tata,5 Indica,2006,170000km,Essence,,Manuelle, 48.0000 DA 
Renault, 4 Clio GT Line,2016,200800km,Diesel,1.5 DCI 85ch,Manuelle, 999.0000 DA 
Dacia,Logan,2010,470km,GPL,1.4 ess 75ch,Manuelle, 155.0000 DA 
Peugeot,Partner Tepee,2013,359000km,Diesel,1.6 HDI 90ch,Manuelle, 260.0000 DA 
Kia,Sorento,2007,,,,, 90.0000 DA 
Volkswagen,3 Golf,1996,,Essence,S90,Manuelle, 60.0000 DA 
Hyundai,SantaFe santafe,2017,272000km,Diesel,2.2 crdi 197cv 4wd,Automatique, 123.0000 DA 
Renault,1 Megane,2002,430km,Diesel,1.9Dti,Manuelle, 113.0000 DA 
Renault,Captur Toutes,2021,70000km,Essence,1.3 tr̬s 140,Manuelle, 470.0000 DA 
Chevrolet,Captiva LT,2010,195000km,Diesel,2.0 VCDI 150ch,Manuelle, 115.0000 DA 
Seat,Ibiza,2022,20000km,Essence,,Manuelle, 400.0000 DA 
Hyundai,Atos GLS,2009,440000km,Essence,1.1 ess 63ch,Semi Automatique, 130.0000 DA 
Peugeot,308 GT,2023,00km,Essence,1.2 130ch,Automatique, 589.0000 DA 
Toyota,Play Sedan Yaris,2014,410000km,GPL,,Manuelle, 240.0000 DA 
Citroen,Berlingo,2021,96000km,Diesel,1.6 ess 90ch,Manuelle, 333.0000 DA 
Renault,Clio5 equilibre,2024,,,,, 470.0000 DA 
Great,Double Wall Wingle cabinet,2012,262000km,Diesel,2.0 TCI 4X2 150ch,Manuelle, 140.0000 DA 
Volvo,740,1986,111111km,Essence,2.0 ess 118ch,Manuelle, 85.0000 DA 
Nissan,Trail X,2018,210000km,Diesel,1.6 Dci 130 Ch 4x2,Automatique, 250.0000 DA 
Hyundai,Prestige Tucson,2014,158000km,Diesel,2.0 CRDI 4x2 177ch,Manuelle, 111.0000 DA 
Peugeot,Active Partner Tepee,2012,209km,Diesel,1.6 HDI 112ch,Manuelle, 111.0000 DA 
Peugeot,207,2012,219km,Essence,1.6,Manuelle, 160.0000 DA 
Bugatti,207,2010,,,,, 160.0000 DA 
Opel,Astra,2002,3333km,Diesel,2.0 DTI 16V 100ch,Manuelle, 50.0000 DA 
Renault,Express,1996,,Diesel,1.9 D 65ch,Manuelle, 54.0000 DA 
Renault,3 Clio,2012,351500km,Essence,1.2 ess 16V 75ch,Manuelle, 999.0000 DA 
Volkswagen,7 Golf La cara,2016,375000km,Diesel,2.0 TDi 143ch,Manuelle, 315.0000 DA 
Volkswagen,R Taigo line,2023,,,,, 500.0000 DA 
Peugeot,208 Line Silver,2014,104.000km,Essence,1.2 VTI 82ch,Manuelle, 170.0000 DA 
Fiat,500 Club,2023,,,,, 240.0000 DA 
Fiat,1.6 Doblou hdi,2024,,,,, 375.0000 DA 
Chevrolet,Cruze LT,2011,363km,Essence,1.6 ess 16V 113ch,Automatique, 140.0000 DA 
Renault,1 Coupe Megane,2000,328000km,Diesel,1.9d,Manuelle, 75.0000 DA 
Peugeot,405,1989,999999km,Essence,1.6 ess 92ch,Manuelle, 29.0000 DA 
Kia,Picanto,2014,158km,Essence,1.2 ess CVVT 87ch BVA,Manuelle, 188.0000 DA 
Hyundai,nan,2010,,,,, 111.0000 DA 
Volkswagen,Carat Passat SW plus,2014,182000km,Diesel,2.0 TDI 140ch,Manuelle, 380.0000 DA 
Renault,Campus Clio,2015,260000km,Essence,1.2 ess 16V 75ch,Manuelle, 203.0000 DA 
Peugeot,Rifter,2023,1500km,Diesel,1.6 HDI,Manuelle, 112.0000 DA 
Renault,Campus Clio,2013,214000km,Essence,1.2 ess 16V 75ch,Manuelle, 123.0000 DA 
Hyundai,DZ Grand i10 restylee,2018,153000km,Essence,1.2 ess 87ch BVA,Manuelle, 235.0000 DA 
Seat,Ibiza,2022,,,,, 400.0000 DA 
Ford,Ranger,2017,183km,Diesel,2.2 TDCI 150ch,Manuelle, 235.0000 DA 
Peugeot,207,2007,380000km,Diesel,1.6 HDI 110ch,Manuelle, 123.0000 DA 
Peugeot,309,1994,0km,Diesel,,Manuelle, 30.0000 DA 
Renault,Express,1998,570000km,Diesel,1.9,Manuelle, 123.0000 DA 
Hyundai,Getz,2008,298000km,Diesel,1.5 CRDI 88ch,Manuelle, 73.0000 DA 
Volkswagen,3 Golf,1995,300000km,Diesel,1.9 D 64ch,Manuelle, 65.0000 DA 
Hyundai,4 Accent RB portes,2017,106000km,Essence,1.4 ess 107ch,Manuelle, 265.0000 DA 
Volkswagen,Polo,2000,,Diesel,1.9 SDI 64ch,Manuelle, 44.0000 DA 
DFSK,Hirbin,2008,,,,, 90.0000 DA 
Peugeot,406,2001,,,,, 62.0000 DA 
Renault,Symbol,2018,112873km,Essence,1.6 ess MPi  80 ch,Manuelle, 123.0000 DA 
Nissan,Long Patrol,2004,,,Td42,, 260.0000 DA 
Citroen,C4 spacetourer,2021,,,,, 590.0000 DA 
Renault,1 Clio,1996,9999km,Diesel,1.9 D 65ch,Manuelle, 52.0000 DA 
Mercedes,GLC,2017,136000km,Diesel,250 AMG LINE + 211ch,Automatique, 650.0000 DA 
Volkswagen,7 Drive Golf,2019,98000km,Diesel,2.0 TDI 143ch DSG,Automatique, 490.0000 DA 
Renault,Captur,2023,,,,, 520.0000 DA 
Peugeot,Court Expert V.U,2009,466000km,Diesel,2.0 HDI 125ch,Manuelle, 888.0000 DA 
Sokon,C01,2024,,,,, 162.0000 DA 
Renault,Kangoo,2019,160000km,Diesel,1.5 DCI 75ch,Manuelle, 282.0000 DA 
Kia,Sportage,2019,124km,Diesel,2.0 CRDI 177 4x2,Manuelle, 470.0000 DA 
Mercedes,Classe S,1981,444km,GPL,6,Manuelle, 75.0000 DA 
DFSK,4*2 P02S,2024,,,,, 393.0000 DA 
Dacia,Sandero Stepway,2017,194000km,Diesel,1.5 DCI 90ch,Manuelle, 240.0000 DA 
Citroen,110ch C3 FEEL,2020,56000km,Essence,1.2 Puretech 110ch,Manuelle, 300.0000 DA 
Volkswagen,Golf7 Star,2017,,,,, 325.0000 DA 
Citroen,110 C3 Feel ch,2020,56000km,Essence,1.2 puretech 110ch,Manuelle, 300.0000 DA 
Audi,A3 Line S,2015,191370km,Diesel,2.0 TDI 143ch S-Tronic,Automatique, 418.0000 DA 
Renault,Campus Clio,2014,203km,Essence,1.2 ess 16V 75ch,Manuelle, 111.0000 DA 
Skoda,Fabia Style,2020,128km,Essence,1.0 tsi 110 chv,Manuelle, 333.0000 DA 
Audi,Line Q5 S,2017,115000km,Diesel,2.0 TDI 177ch Quattro S-Tronic 7,Automatique, 420.0000 DA 
Dacia,. Sandero,2016,194136km,Diesel,1.5 DCI 75ch,Manuelle, 235.0000 DA 
Dacia,Logan,2015,164000km,Essence,,Manuelle, 190.0000 DA 
Kia,City Line Sportage restyle,2022,43000km,,,Automatique, 900.0000 DA 
Renault,2 Clio,1999,,Diesel,,Manuelle, 111.0000 DA 
Peugeot,2008 Allure,2008,46000km,Essence,1.6 VTI 120ch,Manuelle, 111.0000 DA 
SsangYong,Rodius Stavic,2011,696866km,Diesel,,Manuelle, 110.0000 DA 
DS,DS7 Performance line,2019,,,,, 620.0000 DA 
Suzuki,800 Maruti,2010,,Essence,0.8 ess 47ch,Manuelle, 65.0000 DA 
Renault,1 Megane,2001,11111km,Diesel,1.9 DTI,Manuelle, 90.0000 DA 
Peugeot,208 Allure,2013,240km,Diesel,1.6 HDI 92ch,Manuelle, 180.0000 DA 
BMW,3 Serie,1988,100000km,Essence,M20b20,Manuelle, 55.0000 DA 
Kia,Picanto Sportline,2016,139km,Essence,1.2 ess CVVT 87ch,Manuelle, 224.0000 DA 
Renault,Extreme Symbol,2019,,,,, 235.0000 DA 
Volkswagen,7 Golf R line,2014,273000km,Diesel,2.0 TDI 110ch,Automatique, 320.0000 DA 
BMW,x4,2015,,,,, 540.0000 DA 
Kia,GT-Line Picanto,2018,154212km,Essence,,Automatique, 245.0000 DA 
Volkswagen,7 GTI Golf,2014,250km,Essence,2.0 TSI 220ch,Automatique, 250.0000 DA 
Hyundai,Grand i10,2017,158km,Essence,1.2 ess 87ch,Manuelle, 222.0000 DA 
Renault,1 Clio,2000,,Diesel,1.9,Manuelle, 50.0000 DA 
Peugeot,Paratner,2000,,,,, 123.0000 DA 
Skoda,Rapid,2015,269000km,Diesel,1.6 TDI 105ch,Manuelle, 247.0000 DA 
Renault,Extreme Symbol,2018,120000km,Diesel,1.5 Dci 85ch,Manuelle, 235.0000 DA 
Toyota,Hilux,2007,580km,Diesel,Diesel,Manuelle, 230.0000 DA 
Seat,FR15 Leon,2017,246000km,Diesel,2.0 TDI 177ch,Automatique, 360.0000 DA 
Peugeot,Origin Partner,2008,280000km,Diesel,1.9 D 71ch,Manuelle, 127.0000 DA 
BMW,1 Confort Serie,2019,173000km,Diesel,116d,Automatique, 420.0000 DA 
Volkswagen,Caddy,2014,135000km,Diesel,,Manuelle, 300.0000 DA 
Jeep,Patriot,2010,243000km,Diesel,2.0 140 ch tdi,Manuelle, 150.0000 DA 
Seat,FR Ibiza,2014,180000km,Diesel,1.6 TDI 105ch,Manuelle, 123.0000 DA 
Seat,Ibiza,2021,37000km,Essence,1.6 MPi 110 ch,Manuelle, 370.0000 DA 
Peugeot,308 Sportium,2013,167000km,Essence,1.6 VTI 120ch,Manuelle, 165.0000 DA 
Seat,Leon,2015,181km,Diesel,2.0 TDI 143ch,Manuelle, 123.0000 DA 
Mercedes,250 4 CDI ML Matic,2014,25000km,Diesel,250 BlueTEC 4MATIC,Automatique, 750.0000 DA 
Kia,7 Places Premium Sorento,2020,110km,Diesel,2.2 CRDI 197ch,Manuelle, 111.0000 DA 
Citroen,Berlingo Multispace,2007,213000km,Diesel,,Manuelle, 162.0000 DA 
Volkswagen,7 Golf START,2018,304000km,Diesel,2.0 TDI 143ch DSG,Manuelle, 123.0000 DA 
Peugeot,2008,2008,32000km,Essence,,Manuelle, 430.0000 DA 
Volkswagen,Passat,2002,320000km,Diesel,1.9 TDI 130ch,Manuelle, 120.0000 DA 
Peugeot,405,1990,100000km,GPL,1.6 ess 92ch,, 40.0000 DA 
Volkswagen,Match Polo,2016,191000km,Essence,1.6 MPi 90ch DSG,Automatique, 254.0000 DA 
Kia,Picanto,2007,310391km,,,Manuelle, 135.0000 DA 
Renault,4 GT Line Megane,2019,,,,, 400.0000 DA 
Renault,Express,1998,,Diesel,,Manuelle, 50.0000 DA 
Peugeot,206,2006,90000km,Essence,1.4 ess 75ch,Manuelle, 91.5000 DA 
Seat,FR Ibiza,2022,25000km,Essence,1.0 tsi turbo,Automatique, 505.0000 DA 
Renault,2 Megane Privilege,2006,360000km,Diesel,1.5 DCI 105ch,Manuelle, 123.0000 DA 
Hyundai,SantaFe,2011,250000km,Diesel,2.2 CRDI 2WD 197ch BVA,Manuelle, 160.0000 DA 
Renault,2 Clio,2002,293000km,Essence,1.4 ess 16V 98ch,Manuelle, 70.0000 DA 
Volkswagen,8 GTD Golf,2023,,,,, 900.0000 DA 
Volkswagen,2 Golf Nn,1990,,,,, 62.0000 DA 
Great,Florid Wall,2012,290km,GPL,1.5 VVT 105ch,Manuelle, 135.0000 DA 
Opel,Astra,2023,,,,, 450.0000 DA 
Renault,Captur,2023,,,,, 550.0000 DA 
Land Rover,2 Freelander Premium,2014,148000km,Diesel,2.2 SD4 - 2.2 D 190ch BVA,Automatique, 400.0000 DA 
Seat,Leon,2017,167000km,Diesel,,Automatique, 415.0000 DA 
Peugeot,207,2012,142km,Essence,1.4 VTI 95ch,Manuelle, 162.0000 DA 
Renault, 4 Clio GT Line,2018,105000km,Diesel,,Manuelle, 300.0000 DA 
Volkswagen,5 Golf R32,2008,260000km,Diesel,2.0 TDI 140ch,Manuelle, 110.0000 DA 
Mercedes,Classe E,2011,210000km,Diesel,250 CDI BlueEfficiency 204,Automatique, 250.0000 DA 
Volkswagen,1.5. 150 T-Roc ch,2023,,,,, 750.0000 DA 
Ford,Puma Stline,2021,,,,, 123.0000 DA 
Kia,EX Picanto,2019,,,,, 200.0000 DA 
Volkswagen,Move Tigaun,2023,,,,, 820.0000 DA 
Skoda,Active Fabia,2022,41000km,Essence,1.0 MPI 75ch,Manuelle, 111.0000 DA 
Chevrolet,5 Optra portes,2004,445000km,GPL,1.6 ess,Manuelle, 70.0000 DA 
Volkswagen,Caddy Collection,2018,200000km,Diesel,2.0 TDi 110ch,Manuelle, 999.0000 DA 
Citroen,C-ELYSEE,2022,,,,, 345.0000 DA 
Faw,70 V,2013,188000km,,,Manuelle, 74.0000 DA 
Runult,4,1986,,,,, 70.0000 DA 
Land Rover,Freelander,2013,225000km,Diesel,2.2 SD4 - 2.2 D 190ch,Automatique, 380.0000 DA 
Peugeot,207 Allure,2011,290km,Diesel,1.6 HDI 92ch,Manuelle, 958.0000 DA 
Toyota,Cruiser Land SW,1975,,Essence,,Manuelle, 130.0000 DA 
Seat,EDITION Ibiza,2019,76000km,Essence,1.6 MPi 110 ch Automatique,Automatique, 222.0000 DA 
Volkswagen,Caddy Confortline,2016,40000km,Diesel,2.0 TDi 110ch,Manuelle, 465.0000 DA 
Peugeot,208 Active,2021,26000km,Essence,1.2 VTI 82ch,Automatique, 335.0000 DA 
Peugeot,207 Allure,2012,247km,Diesel,1.6 HDI 92ch,Automatique, 222.0000 DA 
Audi,A6 Ambition,2012,267000km,Diesel,2.0 TDI 177ch BVA,Automatique, 123.0000 DA 
Hyundai,Atos GLS,2011,354000km,Essence,1.1 ess 63ch,Manuelle, 151.0000 DA 
Renault,Symbol,2016,156000km,Essence,1.6 ess 100ch,Manuelle, 230.0000 DA 
Renault,1 Laguna,1996,125000km,Essence,,Manuelle, 138.0000 DA 
Chevrolet,Base Lite Spark,2013,310000km,Essence,1.0 ess 68ch,Manuelle, 100.0000 DA 
Fiat,Commercial Dublo,2024,,,,, 340.0000 DA 
Hyundai,DZ Grand i10 restylee,2019,72000km,Essence,1.2 ess 87ch,Manuelle, 11.0000 DA 
DFSK,2m30 Mini SC Truck,2012,175000km,Essence,1.1 ess 53 ch,Manuelle, 11.0000 DA 
Fiat,Professional,1998,,,,, 43.0000 DA 
Peugeot,207,2011,172000km,Diesel,1.4 HDI 70ch,Manuelle, 160.0000 DA 
Seat,ARONA Style,2021,67000km,Essence,1.0 tsi turbo,Manuelle, 420.0000 DA 
Hyundai,DZ Grand i10,2018,120000km,Essence,1.2 ess 87ch,Manuelle, 250.0000 DA 
Skoda,&Amp &amp Laurent Octavia klement la laurin toute,2019,,,,, 637.0000 DA 
Volkswagen,Polo,2007,390000km,Diesel,1.9 SDI 64ch,Manuelle, 128.0000 DA 
Renault,2021 5 Clip,2021,,,,, 315.0000 DA 
Dacia,Logan,2013,430km,Essence,1.4 ess 75ch GPL,Manuelle, 150.0000 DA 
Volkswagen,Beats Polo,2018,112000km,Essence,1.6 MPi 90ch,Manuelle, 330.0000 DA 
DFSK,DFSK,2024,,,,, 168.0000 DA 
Citroen,C Elysee,2013,260000km,GPL,1.2 VTI 72ch,Manuelle, 141.0000 DA 
Chevrolet,4 Sail portes,2012,350km,GPL,1.4 ess 97ch,Manuelle, 13.5000 DA 
Renault,Step way,2018,85000km,GPL,,Manuelle, 295.0000 DA 
Skoda,Kamiq,2021,,,,, 55.0000 DA 
Fiat,Dublo,2023,,,,, 330.0000 DA 
Peugeot,207,2012,257300km,Diesel,1.6 HDI 92ch,Manuelle, 111.0000 DA 
Fiat,Doblo,2023,,,,, 325.0000 DA 
Seat,FR15 Leon,2019,105000km,Diesel,2.0 TDI 140ch,Manuelle, 470.0000 DA 
Chery,La Pro2 Tigo luxury toute,2024,,,,, 295.0000 DA 
Chery,QQ,2013,360000km,Essence,1.1 ess 68ch,Manuelle, 43.0000 DA 
Renault,4 Clio Dynamique plus,2013,233km,Essence,1.2 ess 16V 75ch,Manuelle, 209.0000 DA 
Renault,Symbol,2019,90000km,GPL,1.6 ess 100ch,Manuelle, 280.0000 DA 
Peugeot,Expart,1997,,,,, 92.0000 DA 
Peugeot,207,2012,19300km,Essence,1.4 ess 75ch,Manuelle, 180.0000 DA 
Ford,Fiesta,2004,277000km,,1.4 TDCI 68ch,Manuelle, 777.0000 DA 
Hyundai,Accent GLS,2014,300km,GPL,1.5 ess 91ch,Manuelle, 165.0000 DA 
Renault,Symbol,2019,120000km,Diesel,,Manuelle, 275.0000 DA 
Fiat,500X Club,2023,,,,, 380.0000 DA 
Dacia,Duster,2022,,,,, 520.0000 DA 
Hyundai,GL Plus i10,2015,309000km,Essence,,Manuelle, 166.0000 DA 
Land Rover,Freelander,2008,327km,Diesel,2.2 TD4 - 2.2 TD 160ch,, 185.0000 DA 
Hyundai,H100,2018,1000km,Diesel,2.5l CRDI 130ch,Manuelle, 320.0000 DA 
Skoda,Ambition Fabia,2019,195000km,Essence,1.6 MPI 90ch,Manuelle, 123.0000 DA 
Skoda,Fabia,2023,19000km,Essence,,Automatique, 510.0000 DA 
Volkswagen,4 Golf,1999,200000km,Essence,1.6 105ch,Manuelle, 160.0000 DA 
Volkswagen,7 Cup Golf,2015,133000km,Diesel,2.0 TDI 110ch,Manuelle, 380.0000 DA 
Peugeot,307 Oxygo,2007,317000km,Diesel,1.6 HDI 110ch,Manuelle, 140.0000 DA 
Daihatsu,Cuor,2002,,,,, 60.0000 DA 
Hyundai,5 Accent RB portes,2018,91700km,Diesel,1.6 CRDI 128ch BVA,Manuelle, 255.0000 DA 
Renault,Captur Luxe,2013,274000km,Diesel,1.5 dci 105,Manuelle, 215.0000 DA 
Volkswagen,2 Golf,1989,33333km,GPL,,Manuelle, 92.0000 DA 
Nissan,Qashqai Visia,2016,206000km,Diesel,1.6 dCi 130ch 4x2,Manuelle, 255.0000 DA 
Opel,Insignia Sports Tourer,2010,160000km,Essence,ECOTEC,Manuelle, 120.0000 DA 
Audi,A4,2010,300000km,Diesel,2.0 143 CV,Automatique, 177.0000 DA 
Great,Wall wiingel,2008,,,,, 125.0000 DA 
Renault,5 Clio Intens,2022,,,,, 123.0000 DA 
Seat,Fr Leon,2014,244000km,Diesel,2.0 TDI 140ch,Manuelle, 275.0000 DA 
Peugeot,206,2004,390000km,Essence,1.4 ess 75ch,Manuelle, 115.0000 DA 
Peugeot,206,2003,42000km,Essence,1.4 ess 75ch,Manuelle, 73.0000 DA 
Seat,FR Ibiza,2013,268000km,Diesel,1.6 TDI 105ch,Manuelle, 123.0000 DA 
Geely,2012 Fc,2012,,,,, 82.0000 DA 
Fiat,LIFE Tipo,2023,,,,, 375.0000 DA 
Land Rover,Evoque Range,2015,178000km,Diesel,,Automatique, 400.0000 DA 
Hyundai,Creta,2018,113000.00km,Diesel,,Automatique, 320.0000 DA 
Peugeot,208 Gt line,2021,90000km,,,Manuelle, 360.0000 DA 
Nissan,Patrol Safari,2001,,,,, 390.0000 DA 
Toyota,Hilux,2005,16000km,Diesel,2.5,Manuelle, 210.0000 DA 
Kia,Picanto,2008,334000km,Essence,1.1 CRDI 75ch,Manuelle, 149.0000 DA 
Peugeot,308 T7,2012,230000km,Diesel,1.6 HDI 112ch,Manuelle, 154.0000 DA 
Haima,1,2012,,,,Manuelle, 70.0000 DA 
Toyota,Auris Style,2012,310000km,Diesel,1.4 d4,Manuelle, 185.0000 DA 
Hyundai,Tucson,2011,275km,Diesel,2.0 CRDI 4x4 177ch BVA,Manuelle, 200.0000 DA 
Renault, 4 Clio GT Line,2019,160000km,Diesel,1.5 DCI 85ch,Manuelle, 300.0000 DA 
Peugeot,301,2013,,,,, 172.0000 DA 
Peugeot,Partner Tepee,2017,213km,Diesel,1.6 HDI FAP 115 CH,Manuelle, 295.0000 DA 
Hyundai,Elantra,2019,140000km,GPL,1.6 MPI 130ch,Manuelle, 300.0000 DA 
Chery,QQ,2012,210000km,Essence,1.1 ess 68ch,Manuelle, 80.0000 DA 
Mitsubishi,Attrage,2022,88000km,GPL,1.2,Automatique, 123.0000 DA 
Opel,Corsa,2010,219000km,Essence,1.2 ess 85ch,Manuelle, 120.0000 DA 
Volkswagen,Amarok TrendLine,2015,210000km,Diesel,2.0 TDI 140ch 4x2,Manuelle, 320.0000 DA 
Nissan,Navara,2011,258000km,Diesel,2.5 DDTI 4x4 174ch,Manuelle, 987.0000 DA 
DFSK,K01 S,2024,,,,, 177.0000 DA 
Peugeot,2008,2008,51330km,Essence,1.6 VTI 120ch,Manuelle, 400.0000 DA 
Volkswagen,4 Golf,2000,00000km,Diesel,1.9 SDI 68ch,Manuelle, 65.0000 DA 
Renault,Bye Campus Clio bye,2014,330km,Essence,1.2 ess 16V 75ch,Manuelle, 195.0000 DA 
Peugeot,Expert,2013,310km,,112 ch,, 265.0000 DA 
Renault,4 Clio GT line.,2019,72500km,Diesel,1.5 DCI 110ch,Manuelle, 354.0000 DA 
Citroen,C5,2003,220000km,Essence,3.0 ess V6 210ch,Automatique, 150.0000 DA 
Volkswagen,Caddy,2012,405000km,Diesel,TSI 105ch,Manuelle, 200.0000 DA 
Peugeot,Landtrek Peugeot,2022,,,,, 470.0000 DA 
Seat,FR Leon,2018,,,,, 10.0000 DA 
Zotye,Z100,2012,122km,Essence,,Manuelle, 555.0000 DA 
Peugeot,208 Gt,2023,,,,, 222.0000 DA 
Citroen,C5,2009,320000km,Diesel,2.0 110,, 110.0000 DA 
Peugeot,208 Allure,2015,115000km,Diesel,1.6 HDI 92ch,Manuelle, 220.0000 DA 
Toyota,4x2 Hilux,2023,,,,, 790.0000 DA 
Mitsubishi,Doube Evolution L200 cabine,2011,183km,Diesel,2.5 TD 178ch,Manuelle, 400.0000 DA 
Peugeot,308 Sportume,2011,347km,Diesel,"1,6 hdi 90 chv",Manuelle, 170.0000 DA 
Toyota,Starlet,1999,350000km,Essence,1.3 ess 75ch,Manuelle, 67.0000 DA 
Chery,4 Luxsury Tigo pro,2024,,,,, 350.0000 DA 
Peugeot,301 Allure,2015,240000km,GPL,1.2 VTI 72ch,Manuelle, 150.0000 DA 
Renault,Safrane,2000,420000km,Diesel,2.2 DT 115ch,Manuelle, 40.0000 DA 
Citroen,2 Berlingo Tole niveau,2020,128000km,Diesel,1.6 HDI 90ch,Manuelle, 123.0000 DA 
Hyundai,. Grand i10,2017,114km,Essence,1.2 ess 87ch,Manuelle, 226.0000 DA 
Fiat,2024 Doblo,2024,,,,, 365.0000 DA 
Chery,2pro Confort Tigou,2024,,,,, 300.0000 DA 
Toyota,Corolla,1997,,GPL,1.3 ess 88ch,Manuelle, 70.0000 DA 
Gonow,Cabine Double Mini Truck,2013,111km,Essence,1.0 ess,Manuelle, 105.0000 DA 
Volkswagen,Tiguan,2019,128000km,Diesel,2.0 TDI 170ch,Automatique, 750.0000 DA 
Dacia,Logan,2016,140000km,Essence,1.2 ess 16V 75ch,Manuelle, 230.0000 DA 
Hyundai,DZ Elantra GLS,2019,161km,GPL,1.6 MPI 130ch,Manuelle, 310.0000 DA 
Dacia,Solenza,2005,390000km,Essence,1.4 MPI 75ch,Manuelle, 92.0000 DA 
Renault,3 Clio,2009,320km,Diesel,1.5 DCI 86ch,Manuelle, 123.0000 DA 
Renault,2 Coupe Megane,2006,177000km,Diesel,1.9 dci,Manuelle, 140.0000 DA 
Peugeot,208 Allure Facelift,2019,108900km,Diesel,1.6 HDI 92ch,Manuelle, 300.0000 DA 
Citroen,Berlingo restylee,2020,74000km,Diesel,1.6 HDI 112ch,Automatique, 475.0000 DA 
Volkswagen,7 Golf Highline,2013,217km,Diesel,2.0 TDI 110ch DSG,Automatique, 265.0000 DA 
Suzuki,Maruti Zen,2002,503214km,Essence,1.0 ess 68ch,Manuelle, 77.0000 DA 
Seat,Leon Reference,2014,388km,Diesel,2.0 TDI 140ch,Manuelle, 220.0000 DA 
Renault,3 Clio RS,2013,175000km,Essence,2.0 ess 200ch,Manuelle, 135.0000 DA 
Ford,5 Focus portes,2010,212000km,Diesel,1.8 TDCI 115ch,Manuelle, 150.0000 DA 
BMW,1 Coupe Serie,1987,999999km,Essence,320i chaussures,Manuelle, 55.0000 DA 
Volkswagen,Caddy Edition35,2017,158km,Diesel,2.0 TDI 140ch,Automatique, 48.0000 DA 
Renault,Bye Campus Clio bye,2013,293000km,Essence,1.2 ess 16V 75ch,Manuelle, 180.0000 DA 
Renault,19,1990,,GPL,1.4 ess 80ch,Manuelle, 75.0000 DA 
Daewoo,Racer,1994,111km,GPL,1.5 ess ch,Manuelle, 25.0000 DA 
Renault,Commercial Tolla,2011,,,,, 150.0000 DA 
Kia,2022,2022,,,,, 380.0000 DA 
Renault, 4 Clio GT Line,2018,90000km,Diesel,,Manuelle, 325.0000 DA 
DS,DS7 Rivoli,2021,,,,, 123.0000 DA 
Volkswagen,Polo Sedan,2015,157000km,Essence,1.6 ess 105,Manuelle, 111.0000 DA 
Renault,Bladi In Made Symbol,2016,432km,GPL,1.2 ess 16V  75ch,Manuelle, 165.0000 DA 
Renault,Classique Clio,2001,676805km,GPL,1.4 ess 75ch,Manuelle, 200.0000 DA 
