brand,model,year,kilometer,fuel,engine,transmission,price
Fiat,1.9 4x4 Cabine Diesel Double Endurance Titano,2024,,,1.9,, 409.9000 DA 
Cielo,Cielo Hgg,1998,,,,, 53.0000 DA 
Toyota,PRADO,2009,290000km,Diesel,3.0 D4D 163ch,Manuelle, 560.0000 DA 
Renault,5 CLIO intense,2021,80700km,Essence,1.0 tce,Manuelle, 335.0000 DA 
Mercedes,220 C Classe Exclusive,2000,410km,Diesel,C220 611,Manuelle, 150.0000 DA 
Volkswagen,30 5 Edition Golf,2008,19900km,Essence,2.0 GTI 200ch,Automatique, 111.0000 DA 
Toyota,Sedan Yaris,2011,,,,, 240.0000 DA 
Dacia,PRIVILEGE Sandero Stepway,2018,98km,Essence,1.6 MPI 90ch,Manuelle, 275.0000 DA 
Seat,Facelift High Ibiza,2018,120000km,Essence,1.6 MPi 110 ch,Manuelle, 330.0000 DA 
Suzuki,Maruti Zen,2006,375000km,Essence,1.0 ess 68ch,Manuelle, 123.0000 DA 
Volkswagen,7 Cup Golf,2015,67000km,Diesel,2.0 TDI 110ch,Manuelle, 390.0000 DA 
Peugeot,207 Allure,2012,195km,Diesel,1.6 HDI 112ch,Manuelle, 184.0000 DA 
Peugeot,207 Fennec,2012,135000km,Essence,1.4 ess 75ch,Manuelle, 213.0000 DA 
Fiat,Professional Scudo,2023,,,,, 380.0000 DA 
Volkswagen,6 Golf,2013,383000km,Diesel,1.6 TDI 105ch,Manuelle, 165.0000 DA 
Volkswagen,245 COLF GTE,2021,39000km,Essence,245,Automatique, 123.0000 DA 
Volkswagen,30 Caddy Edition,2014,209km,Diesel,,Manuelle, 111.0000 DA 
Mitsubishi,L200,2022,72000km,Diesel,2.5 TD 178ch,Manuelle, 585.0000 DA 
Citroen,Berlingo First,2012,107000km,Diesel,1.9 D 71ch,Manuelle, 223.0000 DA 
Renault,2 Clio Extreme,2002,500000km,Essence,1.2 ess 16V 75ch,Manuelle, 10.0000 DA 
Nissan,Navara,2013,,,,, 233.0000 DA 
Dacia,Duster Laureate,2022,28000km,Diesel,1.5 DCI 4X4 110ch,Automatique, 470.0000 DA 
Seat,Fr Leon,2012,280km,Diesel,2.0 Tdi 143,Manuelle, 190.0000 DA 
Fiat,Doblo,2023,,,,, 330.0000 DA 
Dacia,Duster,2016,14000km,Essence,1.6 ess 4X2 105ch,Manuelle, 11.0000 DA 
Volkswagen,Passat Rline,2009,110.000km,Diesel,2.0 TDI 170ch,Manuelle, 222.0000 DA 
Dacia,Logan MCV,2012,594000km,Diesel,1.5 DCI 90ch,Manuelle, 235.0000 DA 
Ford,Ranger,2016,300km,Diesel,2.2 TDCI 150ch,Manuelle, 150.0000 DA 
Peugeot,207,2012,257000km,Essence,1.4 VTI 95ch,Manuelle, 125.0000 DA 
Renault,Kangoo,2020,154000km,Diesel,1.5 DCI 110ch,Manuelle, 282.0000 DA 
Fiat,Brava,1997,200000km,Essence,1.6 ess 16V 103ch,Manuelle, 11.0000 DA 
Volkswagen,6 Carat Golf,2010,300000km,Essence,1.6 ess 102ch,Manuelle, 193.0000 DA 
Renault,5 Clio,2021,,,,, 11.0000 DA 
Hyundai,DZ Grand i10 restylee,2019,8000km,Essence,1.2 ess 87ch BVA,Manuelle, 300.0000 DA 
Dacia,SANDIRO STIPWAY,2023,,,,, 390.0000 DA 
Hyundai,Grand i10,2017,130000km,Essence,1.2 ess 87ch,Manuelle, 255.0000 DA 
Hyundai,Accent,2010,296000km,Essence,1.5 ess 91ch,Manuelle, 155.0000 DA 
Peugeot,Expert,2003,200000km,Diesel,,Manuelle, 168.0000 DA 
Mazda,E2200,2006,,,,, 150.0000 DA 
Renault,Scenic,2000,187500km,Diesel,1.9 DCI 105ch,Manuelle, 125.0000 DA 
Renault,Confort Kangoo utilitair,2020,235000km,Diesel,1.5 dci 110,Manuelle, 270.0000 DA 
Peugeot,206,2005,400km,Diesel,1.4 HDI 70ch,Manuelle, 98.0000 DA 
Renault,Extreme Symbol,2015,386km,GPL,1.2 ess 16V  75ch,Manuelle, 126.0000 DA 
Audi,Q3,2021,50300km,Essence,1.5 TFSI 150CH,Manuelle, 650.0000 DA 
Peugeot,405,1990,280000km,GPL,Bx,Manuelle, 45.0000 DA 
Mercedes,Designo GLE,2016,146000km,Diesel,250 d 4Matic 204ch,Automatique, 720.0000 DA 
Peugeot,208 Allure,2022,43000km,Diesel,1.6 HDI 92ch,Manuelle, 400.0000 DA 
Seat,Ibiza Loca,2012,300km,Diesel,1.6 TDI 105ch,Manuelle, 170.0000 DA 
Renault,Kangoo Privilege plus,2021,72000km,Diesel,1.5 DCI 90ch,Manuelle, 428.0000 DA 
Renault,5 Clio Rs line,2022,,,,, 420.0000 DA 
Audi,Rs3,2023,,,,, 123.0000 DA 
Nissan,Hardbodi Japon,2011,,,,, 250.0000 DA 
Renault,Scenic,2001,500km,Diesel,1.9 DCI 105ch,Manuelle, 120.0000 DA 
DFSK,Cab Double Mini Truck,2015,120km,Essence,1.1 ess 53 ch,Manuelle, 123.0000 DA 
Seat,Leon,2014,270km,Diesel,2.0 TDI 143ch,Manuelle, 270.0000 DA 
Peugeot,Allure Partner Tepee,2013,240000km,Diesel,1.6 HDI 112ch,Manuelle, 280.0000 DA 
Peugeot,208 Allure,2013,301000km,Diesel,1.6 HDI 92ch,Manuelle, 150.0000 DA 
Volkswagen,Caddy Collection,2018,207000km,Diesel,2.0 TDi 110ch,Manuelle, 360.0000 DA 
Fiat,Doblo Professionnel,2023,409km,Diesel,1.6 Hdi,Manuelle, 330.0000 DA 
Hyundai,Atos GLS,2003,0000km,Essence,1.0 ess 55ch,Manuelle, 123.0000 DA 
Peugeot,Partner,2013,355km,,1.6 HDI 90ch,Manuelle, 666.0000 DA 
Fiat,Punto,2002,350000km,Essence,1.2 ess 16V 80ch,Manuelle, 53.0000 DA 
Fiat,Classic Punto,2009,295000km,Essence,1.2 ess 60ch,Manuelle, 95.0000 DA 
Nissan,5 Tiida portes,2011,230000km,Diesel,1.5 dci,Manuelle, 120.0000 DA 
Fiat,Doblo,2024,,,,, 40.0000 DA 
Peugeot,2 Boxer panaux,2010,,,,, 111.0000 DA 
BMW,M Pack Sport X3,2017,121000km,Diesel,xDrive 20d 190ch,Automatique, 620.0000 DA 
Geely,Drive PRO X3,2024,1000km,Essence,1.5 102ch,Manuelle, 280.0000 DA 
Renault,5 Clio Rs line,2022,25600km,Diesel,1.5 dâci 115ch,Manuelle, 438.0000 DA 
Seat,HIGH Ibiza,2018,99000km,Essence,1.6 MPi 110 ch,Manuelle, 999.0000 DA 
Renault,4 Clio,2013,344095km,Diesel,1.5 DCI 85ch,Manuelle, 152.0000 DA 
Hyundai,Accent RB,2012,206000km,Essence,1.4 ess 86ch,Manuelle, 999.0000 DA 
Chery,QQ,2016,90000km,Essence,1.1 ess 68ch,Manuelle, 115.0000 DA 
Seat,DORIGINE FR HIGH Ibiza KIT PLUS,2018,109000km,Essence,1.6 MPi 110 ch,Manuelle, 344.0000 DA 
Suzuki,800 Maruti,2008,11111km,Essence,0.8 ess 47ch,Manuelle, 70.0000 DA 
Rover,Land Range kit sport svr,2017,,,,, 670.0000 DA 
Fiat,Doblo,2024,,,,, 344.0000 DA 
Opel,Corsa,2021,62000km,Essence,1.2 ess 80ch,Manuelle, 265.0000 DA 
Citroen,C5 aircross,2021,58000km,Diesel,Hdi,Automatique, 635.0000 DA 
Peugeot,Partner,2010,347981km,GPL,1.4 ess 75ch,Manuelle, 180.0000 DA 
Skoda,"Skoda, superbe",2023,,,,, 820.0000 DA 
Kia,Funny Picanto,2023,100km,Essence,1.2 ess CVVT 87ch BVA,Automatique, 330.0000 DA 
Peugeot,5008 Allure,2023,40000km,Diesel,peugeot-5008-1.6 d,Automatique, 670.0000 DA 
Fiat,500 Club club,2023,,,,, 244.0000 DA 
Hyundai,DZ Grand i10 restylee,2018,130km,Essence,1.2 ess 87ch BVA,Automatique, 190.0000 DA 
Renault, 4 Clio GT Line,2019,211000km,Diesel,1.5 DCI 85ch,Manuelle, 205.0000 DA 
Peugeot,Expert Hdi,2023,,,,, 590.0000 DA 
Zotye,1 Nomad,2007,250km,GPL,1.3 ess 69ch,Manuelle, 63.0000 DA 
Dacia,Ambiance Logan,2015,120000km,GPL,1.2 ess 16V 75ch,Manuelle, 226.0000 DA 
Peugeot,206,2003,172000km,Essence,1.1 ess 60ch,Manuelle, 120.0000 DA 
Volkswagen,Polo,2013,90000km,Essence,,Manuelle, 280.0000 DA 
Chevrolet,Spark,2013,274000km,Essence,,Manuelle, 135.0000 DA 
Seat,Fr Leon,2012,230000km,Diesel,2.0 TDI 140ch,Manuelle, 220.0000 DA 
Haima,Family,2012,335km,GPL,1.6 ess 16V 122ch,Automatique, 90.0000 DA 
Volkswagen,2 Golf,1989,11km,Essence,1.8 ess 90ch,Manuelle, 38.0000 DA 
Renault,Confort Kangoo,2011,329000km,Diesel,1.5 DCI 80ch,Manuelle, 180.0000 DA 
Seat,ARONA FR,2021,67000km,Essence,1.5 tsi (150ch),Automatique, 485.0000 DA 
Peugeot,207 plus,2013,92000km,Essence,1.4 ess 75ch,Manuelle, 210.0000 DA 
Volkswagen,Polo TrendLine,2014,360000km,Essence,1.4 ess 85ch,Manuelle, 160.0000 DA 
Seat,ARONA,2021,59500km,Essence,1.6 MPi 110 ch,Automatique, 400.0000 DA 
Hyundai,Accent RB,2018,67470km,Essence,1.4 ess 107ch,Manuelle, 280.0000 DA 
Volkswagen,Life Polo,2021,66000km,Essence,TSI 105,Manuelle, 111.0000 DA 
Renault,Campus Clio Extreme,2010,290000km,Essence,1.2 ess 16V 75ch,Manuelle, 163.0000 DA 
Renault,3 Edition Megane Sport,2010,655556km,Diesel,1.5 DCI 110ch,Manuelle, 125.0000 DA 
Citroen,C4,2014,271km,GPL,1.6  simple,Manuelle, 150.0000 DA 
Nissan,nan,2012,300km,Essence,1.6 100ch,Manuelle, 123.0000 DA 
Peugeot,207 Fennec,2012,185000km,Essence,1.4 ess 75ch,Manuelle, 168.0000 DA 
Peugeot,Expert,2022,45000km,Diesel,2.0 HDI 110ch,Automatique, 585.0000 DA 
Toyota,Sedan Style Yaris,2016,61000km,GPL,1.3 VVTI 100ch,Manuelle, 272.0000 DA 
Shenray,S100,2013,,,,, 87.0000 DA 
Seat,ARONA Style,2019,180000km,GPL,1.6 MPi 110 ch,Manuelle, 305.0000 DA 
Volkswagen,Vento,1992,999999km,Essence,1.7 ess,Manuelle, 61.0000 DA 
Chevrolet,LT Trax,2014,240km,Essence,1.8 ess DOHC 140 ch,Manuelle, 160.0000 DA 
Renault,3 Megane Privilege,2010,420km,Diesel,,Manuelle, 140.0000 DA 
Seat,Ibiza Itech Plus,2014,150km,Essence,1.4 ess 85ch,Manuelle, 255.0000 DA 
Zotye,Z100,2013,000000km,Essence,0.8 ess 52ch,Manuelle, 40.0000 DA 
Renault,Kangoo Privilege plus,2021,6400km,Diesel,1.5 DCI 110ch,Manuelle, 530.0000 DA 
Renault,Bye Campus Clio bye,2012,1km,Essence,1.2 ess 16V 75ch,Manuelle, 190.0000 DA 
Chery,4 Luxury Tiggo pro,2024,,,,, 350.0000 DA 
Seat,Leon beats,2019,124000km,Diesel,2.0 TDI 143ch,Manuelle, 450.0000 DA 
Renault,5 Clio,2022,,,,, 385.0000 DA 
DFSK,K01s Sans clim,2024,00km,Essence,1.1,Manuelle, 166.0000 DA 
Peugeot,207,2012,376000km,Essence,1.4 ess 75ch,Manuelle, 155.0000 DA 
Mercedes,220 C Classe Exclusive,2007,500000km,Diesel,220 CDI 170ch,Manuelle, 185.0000 DA 
Peugeot,309,1987,1111km,Essence,1.3 ess 65ch,Manuelle, 20.0000 DA 
Renault,2 Clio,2000,,Diesel,1.9 D 65ch,Manuelle, 90.0000 DA 
Skoda,Rapid,2014,240000km,Diesel,1.6 TDI 105ch,Manuelle, 225.0000 DA 
Citroen,Berlingo,2021,60000km,Diesel,1.6 HDI 90ch,Manuelle, 465.0000 DA 
Renault,5 Clio Intense,2022,,,,, 111.0000 DA 
Peugeot,207,2012,253km,Essence,1.4 ess 75ch,Manuelle, 180.0000 DA 
Volkswagen,8 ACTIVE GOLF Golf8,2022,,,,, 558.0000 DA 
Peugeot,206,2002,5555km,Diesel,1.4 HDI 70ch,Manuelle, 65.0000 DA 
Toyota,Sedan Yaris,2012,165000km,Essence,1.3 VVTI 100ch,Manuelle, 250.0000 DA 
Fiat,500 ducativa hybrid,2023,,,,, 270.0000 DA 
Renault,Symbol,2019,96500km,GPL,1.6 ess 100ch,Manuelle, 278.0000 DA 
Seat,FR Ibiza,2019,143000km,Essence,1.6 MPi 110 ch,Automatique, 375.0000 DA 
Ford,Fiesta,2007,360km,Essence,1.4 ess 96ch,Manuelle, 95.0000 DA 
Volkswagen,Passat,2008,391959km,Diesel,2.0 TDI 170ch,Manuelle, 155.0000 DA 
Renault,5 Clio Intense,2021,,,,, 333.0000 DA 
Changhe,2013 7plass Changhe,2013,193000km,Essence,1.2,Manuelle, 110.0000 DA 
Citroen,C3,2022,24000km,Diesel,1.6 e HDI 112ch,Manuelle, 450.0000 DA 
Seat,Beats FR Leon,2022,24000km,Diesel,150 Ch,Automatique, 740.0000 DA 
Renault,Clio5 equilibre,2023,,,,, 420.0000 DA 
Fiat,Life Tipo,2024,1500km,Essence,"1,6",Automatique, 375.0000 DA 
Toyota,Touch Yaris,2015,221km,Essence,1.3 VVTI 100ch,Manuelle, 190.0000 DA 
Peugeot,307 Oxygo,2006,443000km,Diesel,1.6 HDI 90ch,Manuelle, 131.0000 DA 
Renault,Bladi In Made Symbol,2019,135km,Diesel,1.5 Dci 85ch,Manuelle, 123.0000 DA 
Volkswagen,Alltrack Caddy,2019,105000km,Diesel,2.0 TDI 140ch,Manuelle, 525.0000 DA 
BYD,F3,2013,,,,, 115.0000 DA 
Dacia,Logan Tt option,2011,196000km,GPL,1.4 MPI 75ch,Manuelle, 210.0000 DA 
Seat,Ibiza Xcellence,2021,,,,, 385.0000 DA 
Suzuki,Celerio,2022,11000km,Essence,,Automatique, 255.0000 DA 
Kia,Picanto,2023,,,,, 320.0000 DA 
Land Rover,Range Sport,2018,110000km,Diesel,2.0 d 240 ch,Automatique, 620.0000 DA 
Fiat,500x Club,2023,,,,, 10.0000 DA 
Renault,"9, Trafic place",2012,,,,, 270.0000 DA 
Renault,Bladi In Made Symbol,2016,267000km,GPL,1.2 ess 16V  75ch,Manuelle, 195.0000 DA 
Peugeot,308 GT Line,2018,96km,Diesel,2.0 HDI 150ch,Automatique, 450.0000 DA 
Volkswagen,Caddy,2011,000km,Diesel,2.0  109ch,Manuelle, 123.0000 DA 
Renault,Bye Campus Clio bye,2013,241000km,Essence,1.2 ess 16V 75ch,Manuelle, 202.0000 DA 
Renault,19,1997,,Diesel,,Manuelle, 45.0000 DA 
Renault,Kangoo,2007,400000km,Diesel,1.9 D 65ch,Manuelle, 110.0000 DA 
Renault,3 Twingo,2021,55000km,Essence,1.0 hse 70 ch,Manuelle, 245.0000 DA 
Volkswagen,Passat,2008,60000km,Essence,3.2 FSI V6 250ch DSG,Automatique, 177.0000 DA 
Dacia,Sandero Stepway,2017,181000km,Diesel,1.5 DCI 90ch,Manuelle, 252.0000 DA 
Toyota,aygo,2020,,,,, 285.0000 DA 
Renault,3 Clio,2011,000km,Essence,1.4 /16v,Manuelle, 155.0000 DA 
Seat,ARONA FR,2019,106000km,Essence,1.6 MPi 110 ch,Automatique, 395.0000 DA 
Peugeot,407,2008,335000km,Diesel,2.0 HDI 140ch,Manuelle, 200.0000 DA 
Renault,Classique Clio,2006,375000km,GPL,1.4 ess 75ch,Manuelle, 145.0000 DA 
Renault,Kangoo,1999,293000km,Diesel,1.9 D 65ch,Manuelle, 125.0000 DA 
Peugeot,308 Allure,2011,125000km,Diesel,1.6 hdi 90ch,Manuelle, 270.0000 DA 
Renault,2 Clio,2000,,Diesel,1.9 D 65ch,Manuelle, 66.0000 DA 
Renault,12,1973,,Essence,1.3 TS 60ch,Manuelle, 40.0000 DA 
Renault,4 Clio Limited,2020,52000km,Essence,0.9 tce 90 ch,Manuelle, 263.0000 DA 
Volkswagen,Comfortline New Tiguan,2019,178000km,Diesel,2.0 TDI 143ch DSG7,Automatique, 590.0000 DA 
Volkswagen,New R-Line Tiguan,2018,152000km,Diesel,2.0 TDI 177ch DSG7,Automatique, 710.0000 DA 
Hyundai,Extreme i40,2019,140000km,Diesel,1.7 CRDI 140ch BVA DCT 7,Automatique, 375.0000 DA 
Volkswagen,Caddy,2019,90km,Diesel,2.0 TDi 110ch,Manuelle, 501.0000 DA 
Baic,Coupe D20,2020,135900km,GPL,1.3l essence 100ch,Manuelle, 177.0000 DA 
Peugeot,208,2015,210000km,Essence,1.2 VTI 82ch,Manuelle, 140.0000 DA 
Volkswagen,Taos,2022,,,,, 700.0000 DA 
Kia,Confort LX Picanto,2018,169000km,Essence,1.2 ess 84ch,Manuelle, 250.0000 DA 
DFSK,Cab Double Mini Truck,2014,190000km,GPL,1.1 ess 53 ch,Manuelle, 145.0000 DA 
Chevrolet,4 Aveo Elegance Plus portes,2012,361000km,GPL,1.5 ess 85ch,Manuelle, 165.0000 DA 
Nissan,Sunny,2011,370000km,Essence,1.6 ess 110ch,Manuelle, 153.0000 DA 
Peugeot,301,2013,270km,Essence,1.2 VTI 72ch,Manuelle, 137.0000 DA 
Renault,Expression Symbol,2016,61km,Essence,1.2 ess 16V  75ch,Manuelle, 50.0000 DA 
Fiat,500X,2023,10km,Essence,1.4,Automatique, 420.0000 DA 
Volkswagen,Drive Tiguan,2019,97000km,Diesel,2.0 Tdi 177ch DSG,Automatique, 800.0000 DA 
Renault,2 4 Clio Limited,2018,260000km,Diesel,1.5 DCI 85ch,Manuelle, 252.0000 DA 
Hyundai,4 Accent RB portes,2017,192000km,Essence,1.4 ess 107ch BVA,Automatique, 220.0000 DA 
Hyundai,4 Accent RB portes,2019,50000km,Diesel,1.6 CRDI 128ch,Manuelle, 300.0000 DA 
Geely,La Toute coloray,2024,,,,, 428.0000 DA 
Faw,Igsyali,2007,,,,, 45.0000 DA 
Fiat,DOBLO Professional,2023,,,,, 320.0000 DA 
Seat,HIGH Ibiza,2019,83000km,Essence,1.6 MPi 110 ch,Manuelle, 322.0000 DA 
Kia,GT-Line Picanto,2018,98000km,Essence,1.2 ess 84ch BVA,Automatique, 290.0000 DA 
Chevrolet,4 Aveo portes,2005,340000km,Essence,1.2,Manuelle, 90.0000 DA 
Renault,Captur,2021,55000km,Essence,,Automatique, 420.0000 DA 
Fiat,500x Club,2023,,,,, 390.0000 DA 
Land Rover,Land Velar,2018,78000km,Diesel,,Automatique, 680.0000 DA 
Renault,3 Clio,2012,320000km,Diesel,1.5 DCI 90ch,Manuelle, 174.0000 DA 
Chery,1.0T 2 Chery Tiggo Tiggo2 pro,2024,,,,, 111.0000 DA 
Hyundai,Creta,2019,,,,, 335.0000 DA 
Seat,Leon,2015,240000km,Diesel,2.0 TDI 143ch,Manuelle, 300.0000 DA 
Volkswagen,2 Golf,1991,333221km,Essence,1.3 ess 55ch,Manuelle, 83.0000 DA 
Volkswagen,4 Golf,2002,100000km,Diesel,1.9 TDI 100ch,Manuelle, 132.0000 DA 
Renault,1 Laguna,1996,,GPL,1.8 ess 95ch,Manuelle, 70.0000 DA 
Haima,1,2013,315000km,Essence,1.0 ess 16V 75ch,Manuelle, 55.0000 DA 
Renault,4,1984,,Essence,1.1 ess 34ch,Manuelle, 25.0000 DA 
Peugeot,308,2012,230000km,Essence,1.6 VTI 120ch,Manuelle, 150.0000 DA 
Dacia,Logan,2016,110000km,Essence,1.2 ess 16V 75ch,Manuelle, 225.0000 DA 
Great,Allure Volex Wall c10,2011,,,,, 117.0000 DA 
Renault,Confort Kangoo,2017,236000km,Diesel,1.5 DCI 110ch,Manuelle, 280.0000 DA 
Renault,Captur,2023,22000km,Essence,,Manuelle, 510.0000 DA 
Renault,4 Clio Limited,2018,75000km,Diesel,1.5 DCI 85ch,Manuelle, 340.0000 DA 
Hyundai,Grand i10,2017,147.000km,Essence,1.2 ess 87ch,Automatique, 240.0000 DA 
Daihatsu,Terios,2003,,Essence,1.3,Manuelle, 80.0000 DA 
Volkswagen,6 Golf Trendline,2011,350000km,GPL,1.6 ess 102ch,Manuelle, 207.0000 DA 
Nissan,Long Patrol,2008,350000km,Diesel,4.2 D 160ch,Manuelle, 420.0000 DA 
Fiat,Doblo,2024,,,,, 350.0000 DA 
Dacia,Logan,2011,255km,GPL,1.4 ess 75ch GPL,Manuelle, 200.0000 DA 
Renault,4 Clio Limited,2018,156km,Diesel,1.5 DCI 85ch,Manuelle, 270.0000 DA 
Volkswagen,7 Golf Gtd,2017,188000km,Diesel,2.0 TDI 184ch DSG,Automatique, 430.0000 DA 
Peugeot,208 Allure Facelift,2019,121km,Diesel,1.6 HDI 92ch,Manuelle, 123.0000 DA 
Fiat,Doblo ITA,2023,,,,, 350.0000 DA 
Peugeot,508 Feline,2018,90000km,Diesel,2.0 HDI 163ch,Manuelle, 350.0000 DA 
Toyota,4x2 Chrome Hilux Pack S/C,2016,175000km,Diesel,2.5 D4D 144ch,Manuelle, 888.0000 DA 
Mini Cooper,nan,2004,,,,, 110.0000 DA 
Peugeot,308 Gt,2023,,,,, 553.0000 DA 
Renault,Dynamique Fluence,2014,290000km,Diesel,1.5 DCI 110ch,Automatique, 150.0000 DA 
Renault,3 Clio,2012,246000km,Essence,1.2 ess 16V 75ch,Manuelle, 185.0000 DA 
Hyundai,Extreme Tucson,2017,145000km,Diesel,2.0 CRDI 4x2 177ch BVA,Automatique, 440.0000 DA 
Renault,3 Megane Privilege,2010,379km,Diesel,1.9 Dci 130 ch,Manuelle, 145.0000 DA 
Mercedes,220 AMG C Classe Line,2015,215000km,Diesel,220 CDI BlueEfficiency,Automatique, 444.0000 DA 
Peugeot,4008 Allure,2015,167000km,Diesel,1.8 140,Manuelle, 285.0000 DA 
Renault,Captur Luxe,2021,7000km,Essence,0.9 tce 90 ch,Manuelle, 410.0000 DA 
Citroen,Saxo,2000,111111km,Essence,1.4 ess 75ch,Manuelle, 66.5000 DA 
Volkswagen,GOLF8 Life,2021,,,,, 111.0000 DA 
Suzuki,800 Maruti,2008,76000km,Essence,0.8 ess 47ch,Manuelle, 67.0000 DA 
Volkswagen,7 Drive golf,2019,,,,, 570.0000 DA 
Renault,3 Black GT Line Megane Touch,2016,26000km,Diesel,1.9 DCI 130ch,Manuelle, 11.0000 DA 
Renault,Kangoo,2001,311000km,Diesel,1.9 D 65ch,Manuelle, 126.0000 DA 
Renault,Scenic,2008,265000km,Diesel,1.9 DCI 130ch,Manuelle, 111.0000 DA 
Peugeot,308 Active,2015,170000km,Diesel,1.6 HDI 112ch,Manuelle, 320.0000 DA 
JAC,4g15 B15,2011,,,,, 100.0000 DA 
Hyundai,Elantra GLS,2019,232000km,Essence,1.6 MPI 130ch,Manuelle, 350.0000 DA 
Peugeot,308 Allure,2015,229km,Diesel,1.6 e HDI 115ch STT,Manuelle, 266.0000 DA 
Peugeot,2008 Allure,2008,47000km,Essence,1.2,Automatique, 400.0000 DA 
Volkswagen,Carat Tiguan,2009,500000km,Diesel,2.0 TDI 140ch,Automatique, 280.0000 DA 
Skoda,Fabia htp,2012,225km,Essence,1.2 HTP 70ch,Manuelle, 180.0000 DA 
Renault,Kangoo,2005,424000km,Diesel,1.9 D 65ch,Manuelle, 124.0000 DA 
Volkswagen,Polo,2014,224km,,"1,4",Manuelle, 250.0000 DA 
Volkswagen,Polo Style,2012,431000km,Essence,1.4 ess 85ch,Manuelle, 168.0000 DA 
Suzuki,2007 Alto,2007,,Essence,1.0 ess 68ch,Manuelle, 60.0000 DA 
Suzuki,Swift,2008,330000km,Essence,1.3 ess 92ch,Manuelle, 124.0000 DA 
Chevrolet,Captiva LTZ,2012,247000km,Diesel,2.2 VCDI 184ch,Manuelle, 190.0000 DA 
Renault,Symbol,2017,160658km,Essence,1.2 ess 16V  75ch,Manuelle, 146.0000 DA 
Peugeot,307 Oxygo,2007,470000km,Diesel,1.6 HDI 110ch,Manuelle, 111.0000 DA 
Renault, 4 Clio GT Line,2019,97000km,Diesel,1.5 DCI 85ch,Manuelle, 11.0000 DA 
DFSK,Sokon,2024,,,,, 169.0000 DA 
Suzuki,800 Maruti,2010,,,,, 55.0000 DA 
Mercedes,220 AMG C Classe Line,2017,172000km,Diesel,220 CDI,Automatique, 500.0000 DA 
Renault, 4 Clio GT Line,2018,67931km,Diesel,1.5 DCI 110 ch,Manuelle, 340.0000 DA 
Mercedes,220 C Classe Exclusive,2002,1km,,270 CDI,Manuelle, 15.0000 DA 
Volkswagen,7 Golf Gtd,2017,179km,Diesel,2.0 TDI 184ch DSG,Automatique, 420.0000 DA 
Peugeot,407 Presidentielle,2008,233000km,GPL,2.0 ess 16V 140ch,Manuelle, 130.0000 DA 
Peugeot,Partner Tepee,2011,425000km,Diesel,1.6 HDI 90ch,Manuelle, 165.0000 DA 
Renault,Captur Luxe,2021,64000km,Diesel,1.5 dci 115ch,Manuelle, 430.0000 DA 
Chevrolet,4 Optra portes,2012,263km,Diesel,,Manuelle, 155.0000 DA 
Chevrolet,4 Sail portes,2012,380000km,Essence,,Manuelle, 129.0000 DA 
Hyundai,4 Accent RB portes,2017,50000km,Essence,1.4 ess 107ch,Automatique, 42.0000 DA 
Volkswagen,T-roc,2023,,,,, 610.0000 DA 
Seat,Leon,2012,216km,Diesel,2.0 TDI 170ch,Manuelle, 210.0000 DA 
Suzuki,Baleno GLX,2024,,,,, 370.0000 DA 
Renault,Captur,2021,25000km,Essence,0.9 tce 90 ch,Manuelle, 400.0000 DA 
BMW,X1,2012,240000km,Diesel,xDrive 20d 177,Automatique, 210.0000 DA 
Volkswagen,150 8 AIR GOLF LINE,2021,,,,, 710.0000 DA 
Audi,A3 Line S,2013,300km,Essence,1.8 TFSI Quattro 180ch,Automatique, 230.0000 DA 
Chevrolet,5 Exclusive Sail portes,2013,350000km,Essence,1.2 ess 80ch,Manuelle, 103.0000 DA 
Toyota,Hilux,2021,95000km,Diesel,,Manuelle, 870.0000 DA 
Kia,Premium Sportage,2017,173000km,Diesel,2.0 CRDI 177 4x2,Automatique, 350.0000 DA 
Jeep,Cherokee Grand Limited,2012,140000km,Diesel,3.0 CRD V6 Turbo BVA 241ch,Automatique, 470.0000 DA 
Great,Florid Wall,2012,251000km,Essence,1.5 VVT 105ch,Manuelle, 11.0000 DA 
Volkswagen,Line Passat R,2018,185000km,Diesel,2.0 TDI 140ch DSG,Automatique, 530.0000 DA 
Renault,Confort Grand Kangoo,2021,43000km,Diesel,1.5 DCI 90ch,Manuelle, 111.0000 DA 
Volkswagen,Life TAIGO plus,2022,,,,, 550.0000 DA 
Hyundai,H1,2011,402000km,Diesel,2.5 D 125ch,Manuelle, 285.0000 DA 
Peugeot,208,2015,261000km,Diesel,1.6 GTI 202ch,Manuelle, 111.0000 DA 
Hyundai,Grand i10,2017,300km,Essence,1.2 ess 87ch,Manuelle, 111.0000 DA 
Renault,Symbol Thalia,2018,154000km,Diesel,1.5 Dci 85ch,Manuelle, 260.0000 DA 
Volkswagen,La Taos toute,2023,,,,, 800.0000 DA 
Renault,Privilege Symbol,2019,172000km,Diesel,1.5 Dci 85ch,Manuelle, 275.0000 DA 
Renault,Bladi In Made Symbol,2015,89300km,Essence,1.2 ess 16V  75ch,Manuelle, 231.0000 DA 
Citroen,C Edition Elysee Speciale,2015,239000km,Diesel,1.6 HDI 92ch,Manuelle, 191.0000 DA 
BMW,X3,2008,1km,Diesel,2.0d,Manuelle, 185.0000 DA 
Hyundai,4 Accent RB portes,2018,118000km,Diesel,1.6 CRDI 128ch,Manuelle, 263.0000 DA 
