brand,model,year,kilometer,engine,transmission,fuel,nb_of_doors,price
FIAT,500 Lounge Convertible,2012,"92,000",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,500"
FIAT,500 Sport,2012,"103,590",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,477"
FIAT,500 Sport,2012,"73,085",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,990"
FIAT,500X Sport AWD,2020,"8,856",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$17,944"
FIAT,124 Spider Classica RWD,2017,"69,904",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$14,575"
FIAT,500 Sport,2012,"79,851",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,997"
FIAT,500 Abarth,2013,"63,555",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,858"
FIAT,500 Sport,2014,"64,620",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,495"
FIAT,500 Abarth,2013,"104,074",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,950"
FIAT,500L Trekking,2014,"107,831",160 hp 1.4L I4,Manual,Gasoline,4 doors,"$6,995"
FIAT,500X Easy,2016,"69,466",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,488"
FIAT,500 Sport,2015,"56,776",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$7,550"
FIAT,500 Sport,2015,"38,132",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,295"
FIAT,500X Easy AWD,2016,"122,970",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,300"
FIAT,124 Spider Lusso RWD,2017,"9,428",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,900"
FIAT,500X Easy,2016,"131,788",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$6,850"
FIAT,500 Abarth Convertible,2013,"64,257",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$11,900"
FIAT,500 Sport,2015,"73,609",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,449"
FIAT,500 Abarth,2013,"105,774",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,372"
FIAT,500 Abarth,2015,"91,925",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,950"
FIAT,500 Sport,2013,"48,941",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,600"
FIAT,500X Trekking AWD,2016,"72,477",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$10,995"
FIAT,500 Lounge,2013,"99,237",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,770"
FIAT,500 Pop,2013,"117,000",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$4,995"
FIAT,500 Sport,2015,"43,868",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,995"
FIAT,500X Easy,2016,"110,858",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$7,900"
FIAT,500 Abarth Hatchback FWD,2017,"12,514",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$15,495"
FIAT,500 Pop Convertible,2012,"79,037",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,999"
FIAT,124 Spider Elaborazione Abarth RWD,2017,"50,391",164 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$18,888"
FIAT,500 Easy,2016,"20,704",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$11,900"
FIAT,500 Sport,2012,"85,067",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,999"
FIAT,500 Pop Convertible,2012,"37,409",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,999"
FIAT,500 Pop,2012,"91,180",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$5,600"
FIAT,500 Pop Convertible,2012,"61,950",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,995"
FIAT,124 Spider Lusso RWD,2017,"68,858",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$14,620"
FIAT,500L Pop,2016,"99,626",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,495"
FIAT,500 1957 Edition,2014,"121,491",101 hp 1.4L I4,Manual,Gasoline,2 doors,"$7,550"
FIAT,500 Sport,2016,"78,700",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,888"
FIAT,500L Lounge,2014,"88,743",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$8,227"
FIAT,124 Spider Elaborazione Abarth,2020,"4,470",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$26,277"
FIAT,500X Trekking Plus,2016,"91,939",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$9,995"
FIAT,500 Sport,2015,"73,670",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,900"
FIAT,500 Abarth,2014,"65,930",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,350"
FIAT,500 Sport,2015,"64,201",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,900"
FIAT,500X Trekking AWD,2021,"35,818",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$16,774"
FIAT,500X Easy,2016,"99,336",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$8,550"
FIAT,500 Abarth,2015,"99,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,500"
FIAT,500 Pop Hatchback FWD,2017,"77,630",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,995"
FIAT,500 Pop,2013,"93,667",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,999"
FIAT,500 Sport,2013,"90,060",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,950"
FIAT,500 Pop,2015,"83,244",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,995"
FIAT,124 Spider Lusso RWD,2017,"74,345",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$15,127"
FIAT,500X Trekking AWD,2020,"60,523",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$17,000"
FIAT,500L Easy,2014,"70,110",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,985"
FIAT,500X Pop AWD,2019,"28,551",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$16,800"
FIAT,500X Pop AWD,2019,"35,319",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$15,498"
FIAT,500 Abarth,2013,"96,738",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$7,990"
FIAT,124 Spider Lusso,2018,"33,397",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,995"
FIAT,500 Pop,2015,"98,075",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,995"
FIAT,500 Pop,2015,"98,200",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,995"
FIAT,500 Pop,2015,"97,170",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,995"
FIAT,500 Pop,2015,"98,750",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,995"
FIAT,500 Lounge Hatchback FWD,2018,"21,842",135 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$17,192"
FIAT,500 Pop,2015,"98,500",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,995"
FIAT,500 Pop Convertible,2012,"98,579",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,495"
FIAT,500X Trekking FWD,2018,"123,366",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$9,395"
FIAT,500X Trekking AWD,2018,"58,424",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$16,266"
FIAT,500X Trekking AWD,2019,"59,085",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$15,999"
FIAT,124 Spider Abarth,2018,"44,617",164 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,985"
FIAT,500X Sport AWD,2022,"29,266",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$19,979"
FIAT,500X Lounge FWD,2018,"72,675",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$13,588"
FIAT,500X Trekking Plus,2016,"52,964",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$11,899"
FIAT,500 Pop Convertible,2013,"107,523",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$5,995"
FIAT,500 Lounge Hatchback FWD,2017,"67,985",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,922"
FIAT,500 GUCCI,2012,"97,676",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,899"
FIAT,500X Trekking AWD,2018,"48,875",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$16,500"
FIAT,500X Lounge FWD,2018,"40,279",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,888"
FIAT,500X Trekking Plus AWD,2022,"19,168",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$24,995"
FIAT,500X Trekking AWD,2021,"18,766",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$17,495"
FIAT,500L Trekking,2017,"146,227",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,950"
FIAT,124 Spider Classica,2019,"25,428",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$19,998"
FIAT,124 Spider Classica,2018,"27,285",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$20,000"
FIAT,500X Trekking AWD,2019,"26,683",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$19,998"
FIAT,124 Spider Classica,2018,"31,357",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$18,998"
FIAT,500X Sport AWD,2021,"54,887",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$19,998"
FIAT,500 Sport,2015,"99,539",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,750"
FIAT,500 Abarth Convertible,2015,"44,500",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$14,495"
FIAT,500 Sport,2015,"55,959",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,998"
FIAT,500 GUCCI Convertible,2012,"99,476",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,999"
FIAT,500L Trekking,2015,"70,571",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$9,997"
FIAT,500 Sport,2015,"112,492",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,995"
FIAT,500 Pop,2013,"156,947",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,900"
FIAT,500 Sport,2015,"123,425",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,495"
FIAT,500 Sport,2012,"95,278",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,650"
FIAT,500 Pop,2015,"27,464",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$9,995"
FIAT,500L Easy,2015,"74,838",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$11,499"
FIAT,500 Sport,2015,"69,837",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,995"
FIAT,500 Lounge,2013,"40,156",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$10,162"
FIAT,124 Spider Classica RWD,2017,"43,427",160 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$15,000"
FIAT,500 Sport,2012,"56,673",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,890"
FIAT,500L Lounge,2014,"94,501",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$8,569"
FIAT,500L Lounge,2014,"79,242",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$8,990"
FIAT,500L Easy,2014,"69,260",160 hp 1.4L I4,Manual,Gasoline,4 doors,"$8,999"
FIAT,500X Lounge,2017,"40,786",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$14,996"
FIAT,500 GUCCI Convertible,2012,"71,300",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$11,300"
FIAT,124 Spider Classica RWD,2017,"31,141",160 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$18,777"
FIAT,500L Lounge,2014,"123,900",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$7,798"
FIAT,500 Pop Hatchback FWD,2017,"52,732",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,691"
FIAT,500L Trekking,2014,"88,738",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$8,300"
FIAT,500 GQ Edition Convertible,2014,"90,496",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$9,495"
FIAT,500X Easy AWD,2016,"74,611",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$11,456"
FIAT,500 Lounge,2012,"62,567",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,500"
FIAT,500 Pop,2013,"129,730",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,995"
FIAT,500 Abarth,2015,"94,275",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$9,932"
FIAT,500X Trekking,2017,"28,933",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$15,386"
FIAT,500 Abarth,2014,"52,234",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$12,900"
FIAT,500 Abarth Convertible,2015,"36,925",160 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$15,980"
FIAT,500 Lounge,2012,"67,810",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,795"
FIAT,500 Pop,2013,"87,960",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,997"
FIAT,500X Lounge,2016,"73,085",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$11,488"
FIAT,500 Pop,2013,"97,601",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,995"
FIAT,500 Pop,2015,"90,689",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,990"
FIAT,500 Sport,2015,"26,938",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$10,500"
FIAT,124 Spider Lusso,2020,"9,536",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$25,495"
FIAT,500 Pop,2013,"59,042",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,699"
FIAT,124 Spider Lusso RWD,2017,"38,841",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$17,388"
FIAT,500L Trekking,2016,"114,169",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,890"
FIAT,500X Trekking,2016,"95,626",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$10,620"
FIAT,500X Trekking AWD,2018,"56,648",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$17,676"
FIAT,500 Abarth Hatchback FWD,2017,"45,169",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$15,799"
FIAT,500 Pop,2012,"68,605",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$7,988"
FIAT,500 Lounge Hatchback FWD,2017,"33,699",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$13,745"
FIAT,124 Spider Lusso RWD,2017,"73,020",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$15,495"
FIAT,500 Sport,2014,"85,323",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,999"
FIAT,500 Lounge Hatchback FWD,2018,"74,874",135 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$13,995"
FIAT,124 Spider Elaborazione Abarth,2020,"59,733",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,988"
FIAT,500X Trekking AWD,2018,"52,989",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$16,998"
FIAT,500 Sport,2012,"99,610",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,999"
FIAT,500X Pop,2017,"72,041",160 hp 1.4L I4,Manual,Gasoline,4 doors,"$9,950"
FIAT,500 Sport,2012,"128,123",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,995"
FIAT,124 Spider Classica,2018,"26,340",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$21,000"
FIAT,500 Abarth Hatchback FWD,2019,"55,980",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$18,499"
FIAT,500L Lounge,2018,"52,011",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$16,000"
FIAT,500 Sport,2013,"112,437",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,999"
FIAT,500X Trekking Plus AWD,2019,"38,047",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$18,000"
FIAT,500X Pop FWD,2018,"59,473",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$12,900"
FIAT,500X Trekking Plus AWD,2019,"36,631",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$20,995"
FIAT,500L Lounge,2014,"65,798",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$9,490"
FIAT,500e FWD,2018,"32,575",,Automatic,Electric,2 doors,"$10,995"
FIAT,500L Easy,2014,"122,353",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$5,995"
FIAT,500 Lounge Cabrio FWD,2017,"94,193",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$13,995"
FIAT,124 Spider Classica,2018,"24,690",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$21,305"
FIAT,500 Lounge Convertible,2012,"91,252",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,995"
FIAT,500 Pop,2012,"52,700",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,990"
FIAT,500X Trekking Plus AWD,2016,"149,880",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$6,995"
FIAT,500X Trekking AWD,2021,"20,906",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$21,978"
FIAT,500 Pop,2012,"83,298",101 hp 1.4L I4,6-Speed Automatic,,2 doors,"$4,999"
FIAT,500L Lounge,2017,"46,999",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$14,999"
FIAT,124 Spider Elaborazione Abarth,2020,"23,477",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$26,347"
FIAT,500 Sport,2012,"92,511",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,999"
FIAT,500L Lounge,2014,"87,933",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,999"
FIAT,500L Pop FWD,2019,"26,524",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$16,993"
FIAT,500 Sport,2012,"85,018",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,495"
FIAT,500X Trekking FWD,2018,"84,697",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$13,998"
FIAT,500X Sport AWD,2021,"24,348",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$22,000"
FIAT,500L Pop,2017,"67,124",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$14,981"
FIAT,500 Pop Hatchback FWD,2017,"79,002",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,995"
FIAT,500 Pop,2015,"84,208",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$7,488"
FIAT,500X Trekking Plus AWD,2021,"14,171",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$22,995"
FIAT,124 Spider Classica RWD,2017,"70,944",160 hp 1.4L I4,Manual,Gasoline,2 doors,"$15,995"
FIAT,500L Pop,2014,"95,882",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$5,995"
FIAT,500 Turbo,2013,"80,992",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,999"
FIAT,124 Spider Lusso RWD,2017,"42,119",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$19,500"
FIAT,500L Trekking,2015,"61,000",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$8,995"
FIAT,500 Lounge Convertible,2012,"58,000",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$8,495"
FIAT,500X Pop AWD,2020,"34,412",177 hp 1.3L I4,Automatic,Gasoline,4 doors,"$17,844"
FIAT,124 Spider Lusso,2020,"28,732",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$24,535"
FIAT,500X Lounge AWD,2016,"134,665",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$7,995"
FIAT,500X Trekking AWD,2020,"37,112",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$19,897"
FIAT,500L Trekking,2014,"84,259",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,900"
FIAT,500X Pop FWD,2018,"29,851",180 hp 2.4L I4,Manual,Gasoline,4 doors,"$17,995"
FIAT,500L Pop,2017,"66,047",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$11,741"
FIAT,124 Spider Classica,2018,"29,700",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$18,999"
FIAT,500X Trekking Plus,2016,"58,137",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$11,950"
FIAT,500L Easy,2014,"156,768",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$5,999"
FIAT,500 Pop Convertible,2012,"85,769",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,795"
FIAT,500X Sport AWD,2021,"11,575",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$22,500"
FIAT,124 Spider Classica,2019,"19,259",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$21,995"
FIAT,500 Sport,2012,"87,110",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,477"
FIAT,500L Lounge,2014,"108,460",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,500"
FIAT,500 Pop,2012,"123,000",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,950"
FIAT,500 Pop,2012,"71,979",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,500"
FIAT,500L Trekking,2014,"119,173",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$6,999"
FIAT,500 Pop Convertible,2012,"89,270",101 hp 1.4L I4,5-Speed Automatic,Gasoline,2 doors,"$7,450"
FIAT,500L Lounge,2014,"89,991",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$7,200"
FIAT,500L Trekking,2014,"139,530",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,991"
FIAT,500 Turbo,2013,"46,579",135 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$8,998"
FIAT,124 Spider Abarth,2018,"23,648",164 hp 1.4L I4,6-Speed Manual,Gasoline,2 doors,"$25,315"
FIAT,500 Pop,2015,"54,775",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$8,999"
FIAT,500X Pop AWD,2021,"33,434",177 hp 1.3L I4,9-Speed Automatic,Gasoline,4 doors,"$19,992"
FIAT,500 Sport,2016,"64,091",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$10,995"
FIAT,124 Spider Classica RWD,2017,"73,543",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$15,888"
FIAT,500 Pop,2013,"91,379",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,991"
FIAT,500 Sport,2013,"78,697",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,995"
FIAT,500L Lounge,2014,"67,050",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$9,995"
FIAT,500X Pop,2017,"45,303",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$12,500"
FIAT,500X Trekking Plus AWD,2016,"121,125",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,995"
FIAT,500 Abarth,2016,"60,804",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$13,995"
FIAT,500 Sport,2015,"82,677",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,950"
FIAT,500X Trekking,2016,"103,811",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$8,495"
FIAT,500 Pop,2012,"158,570",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$3,995"
FIAT,500 Pop,2012,"31,000",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$7,995"
FIAT,500L Easy,2014,"41,485",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$9,407"
FIAT,124 Spider Classica,2020,"30,163",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$22,990"
FIAT,500X Lounge,2016,"96,639",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$9,495"
FIAT,500 Abarth,2015,"72,650",160 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,995"
FIAT,500 Sport,2012,"74,958",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$6,998"
FIAT,500 Pop,2012,"71,000",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$6,495"
FIAT,500 Pop,2013,"120,200",101 hp 1.4L I4,5-Speed Manual,Gasoline,2 doors,"$5,250"
FIAT,500L Trekking,2014,"69,171",160 hp 1.4L I4,Automatic,Gasoline,4 doors,"$8,750"
FIAT,500 Sport,2012,"103,484",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$5,995"
FIAT,500L Trekking,2015,"51,340",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$9,890"
FIAT,500 Sport,2015,"82,909",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$9,488"
FIAT,500 Pop Convertible,2012,"137,161",101 hp 1.4L I4,6-Speed Automatic,Gasoline,2 doors,"$4,995"
FIAT,500X Trekking Plus,2016,"102,913",180 hp 2.4L I4,9-Speed Automatic,Gasoline,4 doors,"$9,990"
FIAT,500 Abarth,2015,"92,669",160 hp 1.4L I4,Automatic,Gasoline,2 doors,"$9,850"
FIAT,500X Pop,2017,"92,077",160 hp 1.4L I4,9-Speed Automatic,Gasoline,4 doors,"$9,999"
FIAT,500L Pop,2014,"100,162",160 hp 1.4L I4,6-Speed Automatic,Gasoline,4 doors,"$6,598"
FIAT,500 GUCCI,2012,"68,760",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$9,999"
FIAT,500 Pop Convertible,2013,"115,800",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,499"
FIAT,500 Pop,2013,"139,000",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,991"
FIAT,500X Easy AWD,2016,"106,207",180 hp 2.4L I4,Automatic,Gasoline,4 doors,"$7,345"
FIAT,500 Sport,2012,"113,372",101 hp 1.4L I4,Automatic,Gasoline,2 doors,"$6,749"
FIAT,500L Trekking,2014,"143,073",160 hp 1.4L I4,6-Speed Manual,Gasoline,4 doors,"$5,950"
