brand,model,year,kilometer,engine,transmission,fuel,nb_of_doors,price
Peugeot,3008 SUV 1.5 BlueHDi GT Premium,2022,"10,714","I4 Diesel",Manual,Petrol,5 doors," $15,973 "
Peugeot,2008 SUV 1.2 PureTech Allure Premium (130bhp),2020,"10,692","I3 Petrol",Manual,Petrol,5 doors," $14,039 "
Peugeot,208 1.2 PureTech Allure Premium+ (100ps),2022,"10,689","I3 Petrol",Manual,Petrol,3 doors," $10,259 "
Peugeot,408 1.6 PureTech GT (225ps),2023,"10,675","I4 Hybrid",Manual,Petrol,5 doors," $7,549 "
Peugeot,408 1.2 PureTech Allure Premium,2023,"10,625","I3 Petrol",Manual,Petrol,5 doors," $9,709 "
Peugeot,2008 SUV E Active Premium+,2023,"10,588",Electric,Manual,Petrol,3 doors," $6,475 "
Peugeot,308 SW 1.2 PureTech Allure Premium Estate EAT8,2022,"10,523","I3 Petrol",Manual,Petrol,3 doors," $5,665 "
Peugeot,208 1.2 PureTech GT Premium (130bhp) EAT8,2022,"10,521","I3 Petrol",Manual,Petrol,5 doors," $6,642 "
Peugeot,208 1.2 PureTech Tech Edition (82bhp),2019,"10,500","I3 Petrol",Manual,Petrol,5 doors," $6,362 "
Peugeot,108 1.0 Collection (s/s) TOP!,2019,"10,500","I3 Petrol",Manual,Petrol,5 doors," $9,719 "
Peugeot,208 1.2 PureTech GT (100ps),2023,"10,497","I3 Petrol",Manual,Petrol,5 doors," $11,115 "
Peugeot,208 1.5 BlueHDi Allure Premium,2022,"10,428","I4 Diesel",Manual,Petrol,5 doors," $21,058 "
Peugeot,2008 SUV 1.2 PureTech Allure Premium (100bhp),2020,"10,390","I3 Petrol",Manual,Petrol,5 doors," $11,227 "
Peugeot,208 1.2 PureTech Active Premium (75bhp),2022,"10,358","I3 Petrol",Manual,Petrol,5 doors," $9,391 "
Peugeot,208 E Allure,2020,"10,280",Electric,Manual,Petrol,5 doors," $3,213 "
Peugeot,208 E GT Premium,2021,"10,247",Electric,Manual,Petrol,5 doors," $11,879 "
Peugeot,3008 SUV 1.5 BlueHDi GT,2021,"10,203","I4 Diesel",Manual,Petrol,5 doors," $17,820 "
Peugeot,Partner 1.5 BlueHDi 1000 Professional Premium (100PS)(Eu6d) S&S +,2023,"10,196","I4 Diesel",Manual,Petrol,5 doors," $8,899 "
Peugeot,208 1.2 PureTech Allure Premium (100bhp),2022,"10,189","I3 Petrol",Manual,Petrol,5 doors," $5,399 "
Peugeot,208 1.5 BlueHDi Active Premium,2022,"10,180","I4 Diesel",Manual,Petrol,5 doors," $14,018 "
Peugeot,208 1.2 PureTech Allure Premium+ (100ps),2022,"10,149","I3 Petrol",Manual,Petrol,5 doors," $7,879 "
Peugeot,2008 SUV 1.2 PureTech GT,2021,"10,126","I3 Petrol",Manual,Petrol,5 doors," $2,479 "
Peugeot,208 1.2 PureTech GT Premium (100bhp) EAT8,2021,"10,082","I3 Petrol",Manual,Petrol,5 doors," $17,994 "
Peugeot,Rifter 1.5 BlueHDi Allure (100bhp) (Standard)(s/s),2020,"10,058","I4 Diesel",Manual,Petrol,5 doors," $12,636 "
Peugeot,2008 SUV E GT (136bhp) 50kWh,2023,"10,043",Electric,Manual,Petrol,5 doors," $7,555 "
Peugeot,208 1.2 PureTech GT (100bhp),2021,"10,009","I3 Petrol",Manual,Petrol,5 doors," $8,834 "
Peugeot,2008 SUV 1.2 PureTech GT-Line (110bhp),2018,"10,000","I3 Petrol",Manual,Petrol,5 doors," $16,192 "
Peugeot,Partner 1.5 BlueHDi 1000 Professional Premium (100PS)(Eu6d) S&S +,2023,"10,000","I4 Diesel",Manual,Petrol,3 doors," $7,009 "
Peugeot,308 1.6 PureTech GT (180bhp),2023,"10,000","I4 Hybrid",Manual,Petrol,3 doors," $3,235 "
Peugeot,Rifter 1.5 BlueHDi Allure (130bhp) (Standard)(s/s) EAT8,2020,"1,934","I4 Diesel",Manual,Petrol,5 doors," $13,489 "
Peugeot,2008 SUV 1.2 PureTech Active,2023,"1,851","I3 Petrol",Manual,Petrol,5 doors," $9,610 "
Peugeot,208 1.2 PureTech Active Premium+ (100ps),2023,"1,700","I3 Petrol",Manual,Petrol,5 doors," $2,587 "
Peugeot,308 1.2 PureTech Allure Premium (130bhp),2023,"1,631","I3 Petrol",Manual,Petrol,5 doors," $19,438 "
Peugeot,2008 SUV 1.2 PureTech GT (130ps) EAT8,2023,"1,608","I3 Petrol",Manual,Petrol,3 doors," $2,160 "
Peugeot,2008 SUV 1.2 PureTech GT Premium (130bhp) EAT8,2021,"1,581","I3 Petrol",Manual,Petrol,5 doors," $9,072 "
Peugeot,208 1.2 PureTech Allure Premium (100bhp) EAT8,2022,"1,564","I3 Petrol",Manual,Petrol,5 doors," $8,098 "
Peugeot,208 E GT (156ps) 51kWh,2023,"1,492",Electric,Manual,Petrol,5 doors," $10,249 "
Peugeot,2008 SUV 1.2 PureTech GT (130bhp) EAT8,2023,"1,440","I3 Petrol",Manual,Petrol,3 doors," $6,145 "
Peugeot,208 1.2 PureTech GT (100ps),2023,"1,381","I3 Petrol",Manual,Petrol,3 doors," $7,441 "
Peugeot,208 E GT Premium,2021,"1,241",Electric,Manual,Petrol,5 doors," $16,370 "
Peugeot,208 1.2 PureTech Allure,2023,"1,105","I3 Petrol",Manual,Petrol,5 doors," $10,950 "
Peugeot,408 1.6 PureTech First Edition,2023,"1,000","I4 Hybrid",Manual,Petrol,5 doors," $9,283 "
Renault,Kadjar 1.3 TCe Iconic (140bhp) 1332cc EDC Auto,2020,"22,098","I4 Petrol",Automatic,Petrol,5 doors," $13,900 "
Renault,Kangoo E ML20 i Z.E. 33 Business,2020,"15,222",Electric,Automatic,Electric,5 doors," $7,085 "
Renault,Clio 1.6 Privilege auto,2007,"49,000","I4 Petrol",Automatic,Petrol,5 doors," $3,228 "
Renault,Captur 1.5dCi Iconic (90bhp) ENERGY (s/s) EDC Auto,2019,"24,360","I4 Diesel",Automatic,Diesel,5 doors," $11,555 "
Renault,Megane E-Tech E techno,2022,"12,159",Electric,Automatic,Electric,5 doors," $24,028 "
Renault,Kadjar 1.5dCi S Edition EDC Auto,2020,"41,160","I4 Diesel",Automatic,Diesel,5 doors," $14,040 "
Renault,Zoe E i Dynamique Nav (90ps) (Q90) (ZE40),2018,"23,259",Electric,Automatic,Electric,5 doors," $8,639 "
Renault,Clio 1.5dCi Dynamique Nav EDC Auto,2015,"54,000","I4 Diesel",Automatic,Diesel,5 doors," $8,095 "
Renault,Kadjar 1.3 TCe S Edition (140bhp) 1332cc EDC Auto,2020,"22,233","I4 Petrol",Automatic,Petrol,5 doors," $15,093 "
Renault,Clio 1.6 Expression (a/c) 5d,2008,"55,000","I4 Petrol",Automatic,Petrol,5 doors," $2,915 "
Renault,Megane E-Tech E techno,2023,"3,529",Electric,Automatic,Electric,5 doors," $26,090 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2021,"29,303","I4 Petrol",Automatic,Petrol,5 doors," $13,802 "
Renault,Zoe E Dynamique Intens,2015,"38,000",Electric,Automatic,Electric,5 doors," $5,719 "
Renault,Zoe E i Iconic (135ps) (R135)(ZE50),2020,"20,115",Electric,Automatic,Electric,5 doors," $11,016 "
Renault,Megane 1.5dCi Iconic Sport Tourer EDC Auto,2019,"11,577","I4 Diesel",Automatic,Diesel,5 doors," $14,256 "
Renault,Kadjar 1.5dCi S Edition EDC Auto,2019,"35,982","I4 Diesel",Automatic,Diesel,5 doors," $13,932 "
Renault,Zoe E GT Line+,2022,"1,900",Electric,Automatic,Electric,5 doors," $16,519 "
Renault,Zoe E i GT Line,2020,"18,600",Electric,Automatic,Electric,5 doors," $11,880 "
Renault,Captur 1.3 TCe S Edition (130bhp) EDC Auto,2020,"5,017","I4 Petrol",Automatic,Petrol,5 doors," $15,659 "
Renault,Captur 1.6 S Edition (145ps) Hybrid,2021,"14,227","I4 Hybrid",Automatic,Hybrid,5 doors," $19,429 "
Renault,Megane 1.6 R.S. Line Hatchback,2021,"12,056","I4 Hybrid",Automatic,Hybrid,5 doors," $17,637 "
Renault,Zoe E i GT Line,2020,"15,500",Electric,Automatic,Electric,5 doors," $12,415 "
Renault,Arkana 1.6 E-Tech Engineered,2023,"3,000","I4 Hybrid",Automatic,Hybrid,5 doors," $25,915 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2021,"10,142","I4 Petrol",Automatic,Petrol,5 doors," $15,659 "
Renault,Captur 1.5dCi Dynamique Nav (90bhp) EDC Auto,2015,"74,000","I4 Diesel",Automatic,Diesel,5 doors," $8,095 "
Renault,Kadjar 1.5dCi Signature Nav EDC Auto,2016,"80,000","I4 Diesel",Automatic,Diesel,5 doors," $9,720 "
Renault,Clio 1.6 Dynamique (a/c) 5d auto,2007,"70,280","I4 Petrol",Automatic,Petrol,5 doors," $3,235 "
Renault,Zoe E Iconic (135ps) (R135)(EV50) Rapid Charge,2021,"14,432",Electric,Automatic,Electric,5 doors," $12,203 "
Renault,Arkana 1.6 RS Line,2021,"20,021","I4 Hybrid",Automatic,Hybrid,5 doors," $20,512 "
Renault,Kadjar 1.5dCi Dynamique S Nav (110bhp) Station Wagon EDC Auto,2018,"74,410","I4 Diesel",Automatic,Diesel,5 doors," $10,260 "
Renault,Arkana 1.6 RS Line,2022,"26,937","I4 Hybrid",Automatic,Hybrid,5 doors," $20,515 "
Renault,Zoe E i Dynamique Nav (110ps) (R110)(ZE40),2019,"29,012",Electric,Automatic,Electric,5 doors," $9,718 "
Renault,Captur 1.5dCi Dynamique Nav (90bhp) EDC Auto,2016,"38,631","I4 Diesel",Automatic,Diesel,5 doors," $9,715 "
Renault,Clio 1.0 TCe Iconic (100bhp) CVT,2020,"12,287","I3 Petrol",Automatic,Petrol,5 doors," $13,284 "
Renault,Captur 1.5dCi Dynamique S Nav (90bhp) EDC Auto,2015,"42,673","I4 Diesel",Automatic,Diesel,5 doors," $9,990 "
Renault,Clio 1.6 Techno,2023,331,"I4 Hybrid",Automatic,Hybrid,5 doors," $19,435 "
Renault,Megane E-Tech E techno,2022,"11,048",Electric,Automatic,Electric,5 doors," $25,055 "
Renault,Megane E-Tech E equilibre,2023,"7,999",Electric,Automatic,Electric,5 doors," $24,083 "
Renault,Captur 1.6 S Edition (160ps) PHEV,2022,"10,150","I4 Hybrid",Automatic,Hybrid,5 doors," $19,762 "
Renault,Kadjar 1.5dCi Signature Nav EDC Auto,2016,"64,378","I4 Diesel",Automatic,Diesel,5 doors," $10,798 "
Renault,Arkana 1.6 evolution,2022,"10,512","I4 Hybrid",Automatic,Hybrid,5 doors," $20,250 "
Renault,Zoe E GT Line+,2022,"7,713",Electric,Automatic,Electric,5 doors," $16,729 "
Renault,Clio 1.6 Dynamique Tom Tom Sport Tourer 5d Auto,2013,"91,016","I4 Petrol",Automatic,Petrol,5 doors," $3,769 "
Renault,Arkana 1.6 esprit Alpine,2023,"4,600","I4 Hybrid",Automatic,Hybrid,5 doors," $26,520 "
Renault,Arkana 1.3 TCe r.s. line,2023,"12,325","I4 Hybrid",Automatic,Hybrid,5 doors," $23,640 "
Renault,Clio 1.5dCi Dynamique S Nav (90bhp) EDC Auto,2017,"36,000","I4 Diesel",Automatic,Diesel,5 doors," $10,789 "
Renault,Clio 1.5dCi Dynamique S (MediaNav) EDC Auto,2014,"48,383","I4 Diesel",Automatic,Diesel,5 doors," $7,549 "
Renault,Kadjar 1.5dCi Dynamique S Nav EDC Auto,2017,"47,417","I4 Diesel",Automatic,Diesel,5 doors," $11,878 "
Renault,Zoe E i GT Line Rapid Charge,2021,"21,000",Electric,Automatic,Electric,5 doors," $13,068 "
Renault,Zoe E GT Line+,2022,"5,100",Electric,Automatic,Electric,5 doors," $16,737 "
Renault,Captur 1.6 S Edition (160ps) PHEV,2021,"42,266","I4 Hybrid",Automatic,Hybrid,5 doors," $14,881 "
Renault,Arkana 1.6 esprit Alpine,2023,"3,511","I4 Hybrid",Automatic,Hybrid,5 doors," $28,069 "
Renault,Captur 1.3 TCe S Edition (140ps) EDC Auto,2021,"24,000","I4 Petrol",Automatic,Petrol,5 doors," $16,146 "
Renault,Captur 1.5dCi Dynamique S Nav (90bhp) ENERGY (s/s) EDC Auto,2017,"14,893","I4 Diesel",Automatic,Diesel,5 doors," $12,203 "
Renault,Captur 1.5dCi GT Line EDC Auto,2018,"16,690","I4 Diesel",Automatic,Diesel,5 doors," $12,204 "
Renault,Arkana 1.6 RS Line,2022,"10,158","I4 Hybrid",Automatic,Hybrid,5 doors," $22,462 "
Renault,Zoe E i Play,2021,"15,493",Electric,Automatic,Electric,5 doors," $12,261 "
Renault,Arkana 1.3 TCe techno,2023,"5,969","I4 Hybrid",Automatic,Hybrid,5 doors," $23,218 "
Renault,Arkana 1.6 S Edition,2022,"10,388","I4 Hybrid",Automatic,Hybrid,5 doors," $20,298 "
Renault,Captur 1.3 TCe Iconic (140ps) EDC Auto,2021,"2,000","I4 Petrol",Automatic,Petrol,5 doors," $16,739 "
Renault,Koleos 1.8dCi Iconic,2020,"17,838","I4 Diesel",Automatic,Diesel,5 doors," $17,172 "
Renault,Austral 1.2 techno,2023,"9,995","I3 Hybrid",Automatic,Hybrid,5 doors," $30,510 "
Renault,Zoe E i Iconic (135ps) (R135)(ZE50),2020,"15,000",Electric,Automatic,Electric,5 doors," $11,857 "
Renault,Zoe E i GT Line,2020,"14,168",Electric,Automatic,Electric,5 doors," $12,960 "
Renault,Arkana 1.3 TCe S Edition,2021,"20,879","I4 Hybrid",Automatic,Hybrid,5 doors," $20,515 "
Renault,Captur 1.6 E-TECH Launch Edition,2021,"15,114","I4 Hybrid",Automatic,Hybrid,5 doors," $19,435 "
Renault,Captur 1.3 TCe S Edition (130bhp) EDC Auto,2020,"10,158","I4 Petrol",Automatic,Petrol,5 doors," $15,972 "
Renault,Captur 1.3 TCe Bose Launch Edition (155bhp) EDC Auto,2020,"9,946","I4 Petrol",Automatic,Petrol,5 doors," $16,411 "
Renault,Kangoo Maxi E LL21 i Z.E. 33 Business Crew Cab,2020,"19,989",Electric,Automatic,Electric,6 doors," $8,635 "
Renault,Megane E-Tech E launch edition,2022,"6,379",Electric,Automatic,Electric,5 doors," $26,995 "
Renault,Zoe E Dynamique Intens,2014,"34,200",Electric,Automatic,Electric,5 doors," $5,724 "
Renault,Zoe E GT Line+,2022,"7,452",Electric,Automatic,Electric,5 doors," $16,195 "
Renault,Zoe E Dynamique Intens,2014,"29,000",Electric,Automatic,Electric,5 doors," $5,935 "
Renault,Arkana 1.3 TCe r.s. line,2023,600,"I4 Hybrid",Automatic,Hybrid,5 doors," $23,749 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2020,"39,501","I4 Petrol",Automatic,Petrol,5 doors," $12,959 "
Renault,Clio 1.6 Techno,2022,"5,062","I4 Hybrid",Automatic,Hybrid,5 doors," $18,355 "
Renault,Captur 1.3 TCe S Edition (130bhp) EDC Auto,2020,"11,780","I4 Petrol",Automatic,Petrol,5 doors," $16,422 "
Renault,Captur 1.5dCi Dynamique S Nav (90bhp) EDC Auto,2018,"11,963","I4 Diesel",Automatic,Diesel,5 doors," $12,820 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2021,"11,493","I4 Petrol",Automatic,Petrol,5 doors," $15,659 "
Renault,Kadjar 1.5dCi Signature Nav EDC Auto,2017,"41,728","I4 Diesel",Automatic,Diesel,5 doors," $12,301 "
Renault,Clio 1.3 TCe S Edition,2020,"9,000","I4 Petrol",Automatic,Petrol,5 doors," $15,439 "
Renault,Austral 1.2 techno esprit Alpine,2023,"2,500","I3 Hybrid",Automatic,Hybrid,5 doors," $32,389 "
Renault,Captur 1.5dCi GT Line EDC Auto,2019,"27,817","I4 Diesel",Automatic,Diesel,5 doors," $12,739 "
Renault,Koleos 1.8dCi Iconic,2020,"18,499","I4 Diesel",Automatic,Diesel,5 doors," $17,269 "
Renault,Kadjar 1.5dCi Signature Nav EDC Auto,2016,"100,434","I4 Diesel",Automatic,Diesel,5 doors," $9,179 "
Renault,Captur 1.6 S Edition,2020,"10,600","I4 Hybrid",Automatic,Hybrid,5 doors," $18,787 "
Renault,Clio 1.6 Evolution,2023,"4,228","I4 Hybrid",Automatic,Hybrid,5 doors," $18,898 "
Renault,Koleos 2.0dCi Signature Nav X-Tronic,2018,"36,355","I4 Diesel",Automatic,Diesel,5 doors," $17,171 "
Renault,Captur 1.6 S Edition (160ps) PHEV,2021,"19,554","I4 Hybrid",Automatic,Hybrid,5 doors," $18,144 "
Renault,Zoe E i GT Line Rapid Charge,2020,"25,687",Electric,Automatic,Electric,5 doors," $11,987 "
Renault,Zoe E i GT Line Rapid Charge,2020,"56,336",Electric,Automatic,Electric,5 doors," $10,367 "
Renault,Captur 1.5dCi Dynamique S Nav (90bhp) EDC Auto,2015,"60,535","I4 Diesel",Automatic,Diesel,5 doors," $8,959 "
Renault,Arkana 1.3 TCe Iconic,2021,"14,740","I4 Hybrid",Automatic,Hybrid,5 doors," $18,360 "
Renault,Captur 1.5dCi Dynamique Nav (90bhp) EDC Auto,2016,"54,266","I4 Diesel",Automatic,Diesel,5 doors," $9,718 "
Renault,Zoe E i GT Line,2020,"36,000",Electric,Automatic,Electric,5 doors," $11,119 "
Renault,Megane E-Tech E techno,2023,"7,034",Electric,Automatic,Electric,5 doors," $25,487 "
Renault,Captur 1.6 evolution,2023,"1,614","I4 Hybrid",Automatic,Hybrid,5 doors," $21,167 "
Renault,Clio 1.5dCi Dynamique S (MediaNav) EDC Auto,2014,"83,000","I4 Diesel",Automatic,Diesel,5 doors," $6,475 "
Renault,Zoe E Dynamique Nav (88bhp),2016,"35,000",Electric,Automatic,Electric,5 doors," $5,928 "
Renault,Austral 1.2 iconic esprit Alpine,2023,"4,508","I3 Hybrid",Automatic,Hybrid,5 doors," $34,481 "
Renault,Captur 1.3 TCe S Edition (130bhp) EDC Auto,2020,"19,000","I4 Petrol",Automatic,Petrol,5 doors," $15,443 "
Renault,Kadjar 1.5dCi GT Line,2019,"46,887","I4 Diesel",Automatic,Diesel,5 doors," $13,874 "
Renault,Captur 1.6 Iconic,2022,"13,172","I4 Hybrid",Automatic,Hybrid,5 doors," $18,576 "
Renault,Captur 1.6 techno (145ps) full,2023,"1,765","I4 Hybrid",Automatic,Hybrid,5 doors," $22,480 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2020,"27,921","I4 Petrol",Automatic,Petrol,5 doors," $14,013 "
Renault,Arkana 1.3 TCe Iconic,2021,"4,980","I4 Hybrid",Automatic,Hybrid,5 doors," $20,194 "
Renault,Clio 1.6 Esprit Alpine,2023,"5,000","I4 Hybrid",Automatic,Hybrid,5 doors," $22,135 "
Renault,Captur 1.5dCi Dynamique S Nav (90bhp) EDC Auto,2015,"36,653","I4 Diesel",Automatic,Diesel,5 doors," $10,314 "
Renault,Zoe E Dynamique Nav (110ps) (R110)(ZE40),2018,"20,787",Electric,Automatic,Electric,5 doors," $8,635 "
Renault,Captur 1.3 TCe S Edition (140ps) EDC Auto,2021,"7,806","I4 Petrol",Automatic,Petrol,5 doors," $17,711 "
Renault,Koleos 2.0dCi Signature Nav X-Tronic,2017,"49,440","I4 Diesel",Automatic,Diesel,5 doors," $15,108 "
Renault,Austral 1.2 techno esprit Alpine,2023,"1,600","I3 Hybrid",Automatic,Hybrid,5 doors," $33,429 "
Renault,Clio 1.5dCi Dynamique Nav EDC Auto,2016,"50,647","I4 Diesel",Automatic,Diesel,5 doors," $7,993 "
Renault,Clio 1.6 Esprit Alpine,2023,"8,965","I4 Hybrid",Automatic,Hybrid,5 doors," $21,163 "
Renault,Captur 1.5dCi Dynamique S (90bhp) EDC Auto,2014,"52,500","I4 Diesel",Automatic,Diesel,5 doors," $8,635 "
Renault,Captur 1.3 TCe R.S. Line EDC Auto,2021,"10,979","I4 Petrol",Automatic,Petrol,5 doors," $18,121 "
Renault,Captur 1.2 Dynamique S Nav,2015,"32,385","I4 Petrol",Automatic,Petrol,5 doors," $10,260 "
Renault,Megane E-Tech E techno,2022,"6,001",Electric,Automatic,Electric,5 doors," $26,190 "
Renault,Captur 1.6 techno (160ps) plug-in,2023,"4,147","I4 Hybrid",Automatic,Hybrid,5 doors," $22,139 "
Renault,Austral 1.2 techno,2023,"2,501","I3 Hybrid",Automatic,Hybrid,5 doors," $31,319 "
Renault,Kadjar 1.5dCi Dynamique Nav EDC Auto,2016,"88,094","I4 Diesel",Automatic,Diesel,5 doors," $8,586 "
Renault,Zoe E Dynamique Nav (88bhp),2016,"55,209",Electric,Automatic,Electric,5 doors," $5,390 "
Renault,Trafic 2.0dCi SL28 150 Business+ EDC auto,2023,"1,000","I4 Diesel",Automatic,Diesel,5 doors," $26,988 "
Renault,Captur 1.6 Iconic,2022,"34,776","I4 Hybrid",Automatic,Hybrid,5 doors," $16,519 "
Renault,Megane E-Tech E techno,2023,"1,880",Electric,Automatic,Electric,5 doors," $28,566 "
Renault,Zoe E Dynamique Nav,2015,"28,000",Electric,Automatic,Electric,5 doors," $5,880 "
Renault,Captur 1.3 TCe S Edition (140ps) EDC Auto,2021,"2,933","I4 Petrol",Automatic,Petrol,5 doors," $18,360 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2021,"10,879","I4 Petrol",Automatic,Petrol,5 doors," $16,060 "
Renault,Zoe E i Iconic (110ps) (R110)(ZE50),2020,"21,500",Electric,Automatic,Electric,5 doors," $11,101 "
Renault,Kangoo E ML20 i Z.E. 33 Business,2020,"10,530",Electric,Automatic,Electric,5 doors," $8,154 "
Renault,Captur 1.6 r.s. line (145ps) R.S. Line E-TECH Hybrid,2022,"16,271","I4 Hybrid",Automatic,Hybrid,5 doors," $20,763 "
Renault,Captur 1.5dCi Dynamique S Nav (90bhp) EDC Auto,2015,"73,000","I4 Diesel",Automatic,Diesel,5 doors," $8,527 "
Renault,Zoe E GT Line,2021,"20,629",Electric,Automatic,Electric,5 doors," $12,959 "
Renault,Megane E-Tech E techno,2022,"11,499",Electric,Automatic,Electric,5 doors," $24,268 "
Renault,Arkana 1.6 E-Tech Engineered,2023,"5,156","I4 Hybrid",Automatic,Hybrid,5 doors," $25,055 "
Renault,Kangoo Maxi E Maxi Z.E.33 Panel,2019,"20,074",Electric,Automatic,Electric,4 doors," $10,799 "
Renault,Megane E-Tech E techno,2022,"5,960",Electric,Automatic,Electric,5 doors," $26,131 "
Renault,Kadjar 1.3 TCe S Edition (140bhp) 1333cc EDC Auto,2020,"9,413","I4 Petrol",Automatic,Petrol,5 doors," $17,275 "
Renault,Kadjar 1.5dCi Iconic,2020,"19,900","I4 Diesel",Automatic,Diesel,5 doors," $15,649 "
Renault,Arkana 1.6 techno,2023,"9,127","I4 Hybrid",Automatic,Hybrid,5 doors," $22,771 "
Renault,Megane E-Tech E iconic,2023,107,Electric,Automatic,Electric,5 doors," $30,235 "
Renault,Clio 1.3 TCe RS Line,2021,"12,910","I4 Petrol",Automatic,Petrol,5 doors," $16,195 "
Renault,Arkana 1.6 S Edition,2022,"7,091","I4 Hybrid",Automatic,Hybrid,5 doors," $22,351 "
Renault,Megane E-Tech E equilibre,2023,"5,811",Electric,Automatic,Electric,5 doors," $25,915 "
Renault,Captur 1.5dCi Dynamique S Nav (90bhp) EDC Auto,2017,"41,600","I4 Diesel",Automatic,Diesel,5 doors," $11,119 "
Renault,Zoe E GT Edition,2022,"4,000",Electric,Automatic,Electric,5 doors," $16,735 "
Renault,Zoe E Dynamique Nav (88bhp),2016,"33,822",Electric,Automatic,Electric,5 doors," $6,479 "
Renault,Clio 1.6 Evolution,2022,"21,229","I4 Hybrid",Automatic,Hybrid,5 doors," $16,442 "
Renault,Zoe E i GT Line,2020,"22,395",Electric,Automatic,Electric,5 doors," $12,636 "
Renault,Megane E-Tech E iconic,2023,"2,873",Electric,Automatic,Electric,5 doors," $29,158 "
Renault,Zoe E GT Edition,2022,"8,000",Electric,Automatic,Electric,5 doors," $16,195 "
Renault,Arkana 1.3 TCe S Edition,2021,"6,052","I4 Hybrid",Automatic,Hybrid,5 doors," $20,519 "
Renault,Zoe E i GT Line,2020,"27,126",Electric,Automatic,Electric,5 doors," $11,879 "
Renault,Captur 1.5dCi GT Line EDC Auto,2019,"24,472","I4 Diesel",Automatic,Diesel,5 doors," $13,273 "
Renault,Zoe E Dynamique Nav,2015,"29,571",Electric,Automatic,Electric,5 doors," $5,399 "
Renault,Kadjar 1.3 TCe GT Line (140bhp) EDC Auto,2019,"12,499","I4 Petrol",Automatic,Petrol,5 doors," $16,199 "
Renault,Captur 1.3 TCe R.S. Line EDC Auto,2021,"9,201","I4 Petrol",Automatic,Petrol,5 doors," $18,359 "
Renault,Zoe E Iconic (135ps) (R135)(ZE50) Boost Charge,2022,"4,925",Electric,Automatic,Electric,5 doors," $18,355 "
Renault,Captur 1.3 TCe S Edition (155bhp) EDC Auto,2020,"23,541","I4 Petrol",Automatic,Petrol,5 doors," $15,763 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2020,"17,057","I4 Petrol",Automatic,Petrol,5 doors," $14,903 "
Renault,Clio 1.6 Evolution,2023,"8,920","I4 Hybrid",Automatic,Hybrid,5 doors," $17,819 "
Renault,Kadjar 1.5dCi Dynamique S Nav EDC Auto,2016,"63,341","I4 Diesel",Automatic,Diesel,5 doors," $10,530 "
Renault,Captur 1.3 TCe S Edition (140ps) EDC Auto,2021,"3,716","I4 Petrol",Automatic,Petrol,5 doors," $18,349 "
Renault,Zoe E Dynamique Intens,2014,"22,249",Electric,Automatic,Electric,5 doors," $5,983 "
Renault,Clio 1.5dCi GT Line EDC Auto,2019,"26,357","I4 Diesel",Automatic,Diesel,5 doors," $12,290 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2021,"38,919","I4 Petrol",Automatic,Petrol,5 doors," $14,029 "
Renault,Clio 1.3 TCe RS Line,2020,"28,500","I4 Petrol",Automatic,Petrol,5 doors," $14,791 "
Renault,Clio 1.6 Expression (a/c) 5d,2008,"61,998","I4 Petrol",Automatic,Petrol,5 doors," $3,563 "
Renault,Grand Modus 1.6 Dynamique,2011,"38,887","I4 Petrol",Automatic,Petrol,5 doors," $4,185 "
Renault,Megane E-Tech E iconic,2023,"4,145",Electric,Automatic,Electric,5 doors," $29,482 "
Renault,Megane 1.6 R.S. Line Hatchback,2021,"7,352","I4 Hybrid",Automatic,Hybrid,5 doors," $21,274 "
Renault,Megane E-Tech E equilibre,2023,920,Electric,Automatic,Electric,5 doors," $25,888 "
Renault,Captur 1.3 TCe Iconic (130bhp) EDC Auto,2021,"18,450","I4 Petrol",Automatic,Petrol,5 doors," $15,547 "
Renault,Megane E-Tech E iconic,2023,"1,149",Electric,Automatic,Electric,5 doors," $29,159 "
Renault,Zoe E GT Line+,2022,"5,000",Electric,Automatic,Electric,5 doors," $17,863 "
Renault,Captur 1.6 S Edition (160ps) PHEV,2021,"12,379","I4 Hybrid",Automatic,Hybrid,5 doors," $19,759 "
Renault,Megane E-Tech E iconic,2023,"5,256",Electric,Automatic,Electric,5 doors," $28,048 "
Renault,Captur 1.3 TCe GT Line (150bhp) EDC Auto,2019,"52,756","I4 Petrol",Automatic,Petrol,5 doors," $12,203 "
Renault,Kangoo 1.6 Authentique,2008,"79,000","I4 Petrol",Automatic,Petrol,5 doors," $3,229 "
Renault,Koleos 1.8dCi GT Line,2020,"24,263","I4 Diesel",Automatic,Diesel,5 doors," $18,683 "
Renault,Captur 1.3 TCe S Edition (130bhp) EDC Auto,2020,"26,504","I4 Petrol",Automatic,Petrol,5 doors," $15,006 "
Renault,Arkana 1.6 Iconic,2022,"2,656","I4 Hybrid",Automatic,Hybrid,5 doors," $20,250 "
