brand,model,engine,nb of doors,year,transmission,price,fuel,kilometer
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2018,Continuously Variable Transmission,"$10,999",Gasoline,"111,121 mi"
Mitsubishi,Outlander,166 hp 2.4L I4,4 doors,2019,Continuously Variable Transmission,"$17,500",Gasoline,"26,430 mi"
Mitsubishi,Outlander ES AWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$23,425",Gasoline,"31,691 mi"
Mitsubishi,Eclipse Cross Ralliart S-AWC,152 hp 1.5L I4,4 doors,2023,Continuously Variable Transmission,"$25,980",Gasoline,"10,100 mi"
Mitsubishi,Outlander GT S-AWC AWD,224 hp 3L V6,4 doors,2019,Automatic,"$15,995",Gasoline,"95,974 mi"
Mitsubishi,Outlander SE FWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$22,471",Gasoline,"34,391 mi"
Mitsubishi,Lancer ES FWD,148 hp 2L I4,4 doors,2013,Continuously Variable Transmission,"$7,498",Gasoline,"75,554 mi"
Mitsubishi,Outlander SEL FWD,166 hp 2.4L I4,4 doors,2020,Continuously Variable Transmission,"$16,988",Gasoline,"65,094 mi"
Mitsubishi,Outlander ES AWD,166 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$9,995",Gasoline,"98,570 mi"
Mitsubishi,Outlander ES FWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$21,995",Gasoline,"26,558 mi"
Mitsubishi,Lancer Evolution AWD Final Edition,303 hp 2L I4,4 doors,2015,5-Speed Manual,"$36,990",Gasoline,"47,123 mi"
Mitsubishi,Outlander SE AWD,181 hp 2.5L I4,4 doors,2023,Continuously Variable Transmission,"$23,345",Gasoline,"21,595 mi"
Mitsubishi,Mirage G4 LE FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$15,451",Gasoline,"4,969 mi"
Mitsubishi,Outlander ES FWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$22,632",Gasoline,"19,693 mi"
Mitsubishi,Lancer Evolution GSR,291 hp 2L I4,4 doors,2015,5-Speed Manual,"$26,999",Gasoline,"94,000 mi"
Mitsubishi,Outlander SEL Special Edition AWD,181 hp 2.5L I4,4 doors,2022,Automatic,"$29,998",Gasoline,"10,542 mi"
Mitsubishi,Lancer ES,148 hp 2L I4,4 doors,2014,Continuously Variable Transmission,"$5,500",Gasoline,"158,151 mi"
Mitsubishi,Outlander SE,166 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$10,995",Gasoline,"99,377 mi"
Mitsubishi,Outlander Hybrid Plug-in  SEL AWD,2L I4 Hybrid,4 doors,2020,Automatic,"$19,998",Hybrid,"51,435 mi"
Mitsubishi,Mirage ES,78 hp 1.2L I3,4 doors,2017,Continuously Variable Transmission,"$7,409",Gasoline,"62,788 mi"
Mitsubishi,Lancer SE AWD,168 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$14,600",Gasoline,"39,544 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$13,497",Gasoline,"20,024 mi"
Mitsubishi,Outlander SE AWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$25,056",Gasoline,"25,209 mi"
Mitsubishi,Outlander SEL FWD,166 hp 2.4L I4,4 doors,2019,Automatic,"$12,989",Gasoline,"93,526 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$17,300",Gasoline,"60,400 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2019,Continuously Variable Transmission,"$7,995",Gasoline,"75,841 mi"
Mitsubishi,Outlander Sport SE AWD,168 hp 2.4L I4,4 doors,2018,Continuously Variable Transmission,"$14,458",Gasoline,"73,319 mi"
Mitsubishi,Outlander ES AWD,166 hp 2.4L I4,4 doors,2017,Automatic,"$10,950",Gasoline,"79,005 mi"
Mitsubishi,Mirage ES FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$10,397",Gasoline,"74,772 mi"
Mitsubishi,Eclipse GS,162 hp 2.4L I4,2 doors,2007,4-Speed Automatic,"$3,995",Gasoline,"162,700 mi"
Mitsubishi,Outlander Sport LE,148 hp 2L I4,4 doors,2018,Continuously Variable Transmission,"$12,997",Gasoline,"59,316 mi"
Mitsubishi,Lancer Evolution GSR,291 hp 2L I4,4 doors,2008,5-Speed Manual,"$15,000",Gasoline,"177,159 mi"
Mitsubishi,Outlander SEL FWD,181 hp 2.5L I4,4 doors,2023,Continuously Variable Transmission,"$27,509",Gasoline,"5,203 mi"
Mitsubishi,Outlander SEL,166 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$11,743",Gasoline,"109,095 mi"
Mitsubishi,Eclipse Cross ES AWD,152 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$16,599",Gasoline,"41,826 mi"
Mitsubishi,Lancer Evolution GSR,291 hp 2L I4,4 doors,2008,Manual,"$19,995",Gasoline,"121,896 mi"
Mitsubishi,Outlander SEL AWD,181 hp 2.5L I4,4 doors,2022,Automatic,"$29,998",Gasoline,"9,198 mi"
Mitsubishi,Outlander SE AWD,166 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$9,995",Gasoline,"130,870 mi"
Mitsubishi,Outlander Sport LE AWD,148 hp 2L I4,4 doors,2022,Continuously Variable Transmission,"$19,796",Gasoline,"41,286 mi"
Mitsubishi,Outlander ES AWD,181 hp 2.5L I4,4 doors,2023,Continuously Variable Transmission,"$24,995",Gasoline,"8,302 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2020,Automatic,"$9,995",Gasoline,"46,665 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2014,Automatic,"$8,400",Gasoline,"77,060 mi"
Mitsubishi,Outlander GT S-AWC AWD,224 hp 3L V6,4 doors,2018,Automatic,"$16,995",Gasoline,"68,200 mi"
Mitsubishi,Mirage ES,78 hp 1.2L I3,4 doors,2018,5-Speed Manual,"$10,000",Gasoline,"57,068 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2019,Continuously Variable Transmission,"$16,169",Gasoline,"52,833 mi"
Mitsubishi,Eclipse Cross SE S-AWC,152 hp 1.5L I4,4 doors,2023,Continuously Variable Transmission,"$22,495",Gasoline,"19,796 mi"
Mitsubishi,Mirage DE,74 hp 1.2L I3,4 doors,2015,Automatic,"$6,999",Gasoline,"94,523 mi"
Mitsubishi,Outlander SEL FWD,166 hp 2.4L I4,4 doors,2018,Automatic,"$14,495",Gasoline,"74,275 mi"
Mitsubishi,Outlander ES FWD,166 hp 2.4L I4,4 doors,2018,Continuously Variable Transmission,"$11,490",Gasoline,"107,637 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2017,Continuously Variable Transmission,"$10,950",Gasoline,"101,133 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2015,Continuously Variable Transmission,"$10,966",Gasoline,"65,127 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2015,Continuously Variable Transmission,"$10,499",Gasoline,"106,428 mi"
Mitsubishi,Outlander ES AWC AWD,166 hp 2.4L I4,4 doors,2019,Continuously Variable Transmission,"$12,277",Gasoline,"93,139 mi"
Mitsubishi,Galant FE,160 hp 2.4L I4,4 doors,2012,4-Speed Automatic,"$2,950",Gasoline,"200,000 mi"
Mitsubishi,Outlander SEL FWD,166 hp 2.4L I4,4 doors,2018,Continuously Variable Transmission,"$13,983",Gasoline,"89,016 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2023,Continuously Variable Transmission,"$14,600",Gasoline,"11,566 mi"
Mitsubishi,Outlander SEL FWD,166 hp 2.4L I4,4 doors,2020,Automatic,"$15,581",Gasoline,"60,056 mi"
Mitsubishi,Mirage LE FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$11,500",Gasoline,"18,419 mi"
Mitsubishi,Outlander ES,166 hp 2.4L I4,4 doors,2016,Automatic,"$9,996",Gasoline,"95,459 mi"
Mitsubishi,Outlander SE,166 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$12,998",Gasoline,"66,380 mi"
Mitsubishi,Outlander SE AWD,166 hp 2.4L I4,4 doors,2015,Automatic,"$9,888",Gasoline,"95,378 mi"
Mitsubishi,Outlander Sport SE AWD,168 hp 2.4L I4,4 doors,2017,Automatic,"$14,313",Gasoline,"46,075 mi"
Mitsubishi,Outlander ES FWD,166 hp 2.4L I4,4 doors,2019,Continuously Variable Transmission,"$13,889",Gasoline,"72,054 mi"
Mitsubishi,Lancer Evolution GSR,291 hp 2L I4,4 doors,2008,5-Speed Manual,"$22,500",Gasoline,"89,509 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2023,Automatic,"$11,995",Gasoline,"12,874 mi"
Mitsubishi,Outlander SEL AWD,166 hp 2.4L I4,4 doors,2020,Continuously Variable Transmission,"$17,188",Gasoline,"70,275 mi"
Mitsubishi,Lancer ES FWD,148 hp 2L I4,4 doors,2016,Continuously Variable Transmission,"$8,500",Gasoline,"97,767 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$8,295",Gasoline,"52,007 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$19,899",Gasoline,"15,466 mi"
Mitsubishi,Outlander Sport LE AWD,148 hp 2L I4,4 doors,2021,Automatic,"$17,495",Gasoline,"44,152 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2017,Automatic,"$10,942",Gasoline,"74,058 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2018,Automatic,"$13,000",Gasoline,"81,201 mi"
Mitsubishi,Outlander SEL FWD,166 hp 2.4L I4,4 doors,2019,Continuously Variable Transmission,"$14,999",Gasoline,"84,838 mi"
Mitsubishi,Outlander LE FWD,166 hp 2.4L I4,4 doors,2018,Continuously Variable Transmission,"$15,900",Gasoline,"54,984 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2015,Continuously Variable Transmission,"$10,995",Gasoline,"81,650 mi"
Mitsubishi,Outlander Hybrid Plug-in  SEL AWD,2L I4 Hybrid,4 doors,2020,Automatic,"$17,497",Hybrid,"70,921 mi"
Mitsubishi,Outlander SEL S-AWC AWD,166 hp 2.4L I4,4 doors,2019,Continuously Variable Transmission,"$14,988",Gasoline,"85,031 mi"
Mitsubishi,Outlander Hybrid Plug-in  GT AWD,2.4L I4 Hybrid,4 doors,2021,Automatic,"$26,612",Hybrid,"42,576 mi"
Mitsubishi,Outlander SE AWD,166 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$12,999",Gasoline,"84,604 mi"
Mitsubishi,Eclipse Cross ES AWD,152 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$13,890",Gasoline,"67,119 mi"
Mitsubishi,Lancer ES,148 hp 2L I4,4 doors,2017,Continuously Variable Transmission,"$7,990",Gasoline,"136,056 mi"
Mitsubishi,Lancer ES,148 hp 2L I4,4 doors,2017,Automatic,"$8,995",Gasoline,"117,671 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2022,Continuously Variable Transmission,"$20,885",Gasoline,"14,649 mi"
Mitsubishi,Lancer ES AWD,168 hp 2.4L I4,4 doors,2016,Automatic,"$7,995",Gasoline,"136,868 mi"
Mitsubishi,Outlander Sport 2.4 ES AWD,168 hp 2.4L I4,4 doors,2016,Automatic,"$10,495",Gasoline,"106,500 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2022,Continuously Variable Transmission,"$17,768",Gasoline,"36,994 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2016,Continuously Variable Transmission,"$9,000",Gasoline,"116,863 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$13,991",Gasoline,"77,460 mi"
Mitsubishi,Mirage G4 ES,78 hp 1.2L I3,4 doors,2017,Continuously Variable Transmission,"$8,716",Gasoline,"89,311 mi"
Mitsubishi,Eclipse Cross SEL FWD,152 hp 1.5L I4,4 doors,2022,Automatic,"$21,000",Gasoline,"45,058 mi"
Mitsubishi,Eclipse Cross SE AWD,152 hp 1.5L I4,4 doors,2019,Automatic,"$16,400",Gasoline,"51,107 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$17,199",Gasoline,"29,583 mi"
Mitsubishi,Eclipse Cross ES AWD,152 hp 1.5L I4,4 doors,2019,8-Speed CVT,"$13,995",Gasoline,"71,186 mi"
Mitsubishi,Outlander SE AWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$23,995",Gasoline,"43,880 mi"
Mitsubishi,Outlander Black Edition AWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$25,434",Gasoline,"37,728 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2013,Continuously Variable Transmission,"$8,995",Gasoline,"75,200 mi"
Mitsubishi,Lancer Evolution GSR,291 hp 2L I4,4 doors,2015,Manual,"$27,990",Gasoline,"46,442 mi"
Mitsubishi,Lancer Evolution MR,291 hp 2L I4,4 doors,2015,6-Speed Automatic,"$19,995",Gasoline,"116,844 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2013,Continuously Variable Transmission,"$8,995",Gasoline,"94,000 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2018,Continuously Variable Transmission,"$12,995",Gasoline,"75,157 mi"
Mitsubishi,Outlander GT AWD,224 hp 3L V6,4 doors,2020,6-Speed Automatic,"$22,971",Gasoline,"31,000 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$19,699",Gasoline,"15,890 mi"
Mitsubishi,Outlander SEL,166 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$10,995",Gasoline,"72,634 mi"
Mitsubishi,Outlander SEL AWD,166 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$12,988",Gasoline,"109,244 mi"
Mitsubishi,Outlander ES FWD,181 hp 2.5L I4,4 doors,2023,Automatic,"$26,998",Gasoline,"21,749 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2019,Continuously Variable Transmission,"$13,600",Gasoline,"58,261 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2024,Continuously Variable Transmission,"$24,000",Gasoline,"5,790 mi"
Mitsubishi,Outlander SE,166 hp 2.4L I4,4 doors,2015,Automatic,"$9,999",Gasoline,"94,000 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2017,Continuously Variable Transmission,"$10,995",Gasoline,"92,207 mi"
Mitsubishi,Outlander SEL Special Edition AWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$27,998",Gasoline,"24,396 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2020,Automatic,"$15,499",Gasoline,"38,592 mi"
Mitsubishi,Outlander SEL AWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$28,000",Gasoline,"2,704 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$15,500",Gasoline,"65,964 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2020,Automatic,"$13,994",Gasoline,"46,967 mi"
Mitsubishi,Outlander Hybrid Plug-in  SEL S-AWC AWD,2L I4 Hybrid,4 doors,2018,1-Speed Automatic,"$15,800",Hybrid,"90,986 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$12,950",Gasoline,"131,347 mi"
Mitsubishi,Outlander SEL AWD,166 hp 2.4L I4,4 doors,2020,Continuously Variable Transmission,"$14,388",Gasoline,"118,177 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2020,Automatic,"$14,795",Gasoline,"52,284 mi"
Mitsubishi,Eclipse Cross SEL AWD,152 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$15,499",Gasoline,"83,065 mi"
Mitsubishi,Outlander ES FWD,181 hp 2.5L I4,4 doors,2022,8-Speed CVT,"$23,995",Gasoline,"24,004 mi"
Mitsubishi,Outlander Sport SE AWD,168 hp 2.4L I4,4 doors,2018,Continuously Variable Transmission,"$14,698",Gasoline,"70,922 mi"
Mitsubishi,Eclipse Cross Ralliart S-AWC,152 hp 1.5L I4,4 doors,2023,Automatic,"$25,954",Gasoline,"7,653 mi"
Mitsubishi,Eclipse Cross SE S-AWC,152 hp 1.5L I4,4 doors,2024,Continuously Variable Transmission,"$22,888",Gasoline,"12,765 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$21,871",Gasoline,"10,942 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$15,995",Gasoline,"54,826 mi"
Mitsubishi,Eclipse Cross SE S-AWC AWD,152 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$18,995",Gasoline,"30,405 mi"
Mitsubishi,Outlander GT AWD,224 hp 3L V6,4 doors,2016,6-Speed Automatic,"$17,425",Gasoline,"46,114 mi"
Mitsubishi,Mirage DE,74 hp 1.2L I3,4 doors,2014,Automatic,"$4,950",Gasoline,"146,108 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2019,Continuously Variable Transmission,"$15,995",Gasoline,"29,945 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2015,Continuously Variable Transmission,"$11,585",Gasoline,"69,054 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2014,Continuously Variable Transmission,"$9,486",Gasoline,"107,602 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$15,995",Gasoline,"56,051 mi"
Mitsubishi,Outlander Black Edition AWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$25,900",Gasoline,"29,398 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2019,Continuously Variable Transmission,"$11,995",Gasoline,"110,061 mi"
Mitsubishi,Outlander SE AWD,181 hp 2.5L I4,4 doors,2024,8-Speed CVT,"$27,985",Gasoline,655 mi
Mitsubishi,Outlander SE,166 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$15,297",Gasoline,"48,329 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2018,Automatic,"$11,995",Gasoline,"114,225 mi"
Mitsubishi,Outlander Black Edition FWD,181 hp 2.5L I4,4 doors,2022,Continuously Variable Transmission,"$26,980",Gasoline,"8,130 mi"
Mitsubishi,Outlander Sport S FWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$15,499",Gasoline,"74,857 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$16,062",Gasoline,"43,742 mi"
Mitsubishi,Outlander ES S-AWC AWD,166 hp 2.4L I4,4 doors,2018,Continuously Variable Transmission,"$13,499",Gasoline,"85,581 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$16,796",Gasoline,"33,136 mi"
Mitsubishi,Outlander Sport S AWD,148 hp 2L I4,4 doors,2023,Automatic,"$19,800",Gasoline,"2,922 mi"
Mitsubishi,Mirage ES,78 hp 1.2L I3,4 doors,2018,Continuously Variable Transmission,"$8,999",Gasoline,"70,633 mi"
Mitsubishi,Outlander SE,166 hp 2.4L I4,4 doors,2014,Continuously Variable Transmission,"$7,299",Gasoline,"141,046 mi"
Mitsubishi,Outlander SEL AWD,181 hp 2.5L I4,4 doors,2024,Automatic,"$34,998",Gasoline,"10,501 mi"
Mitsubishi,Outlander GT AWD,224 hp 3L V6,4 doors,2017,Automatic,"$15,497",Gasoline,"100,078 mi"
Mitsubishi,Mirage G4 Black Edition FWD,78 hp 1.2L I3,4 doors,2023,Automatic,"$15,995",Gasoline,"11,313 mi"
Mitsubishi,Outlander LE FWD,166 hp 2.4L I4,4 doors,2018,Automatic,"$14,495",Gasoline,"57,700 mi"
Mitsubishi,Mirage ES FWD,78 hp 1.2L I3,4 doors,2020,Continuously Variable Transmission,"$10,590",Gasoline,"40,305 mi"
Mitsubishi,Outlander SE,166 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$10,500",Gasoline,"118,317 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2017,Continuously Variable Transmission,"$11,498",Gasoline,"60,553 mi"
Mitsubishi,Outlander LE S-AWC AWD,166 hp 2.4L I4,4 doors,2019,Continuously Variable Transmission,"$16,995",Gasoline,"61,347 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2012,Automatic,"$7,995",Gasoline,"99,912 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$15,702",Gasoline,"44,718 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2018,Continuously Variable Transmission,"$10,900",Gasoline,"106,756 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2017,Continuously Variable Transmission,"$10,000",Gasoline,"93,489 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$13,499",Gasoline,"60,957 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2019,5-Speed Manual,"$15,977",Gasoline,"29,550 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2015,Continuously Variable Transmission,"$15,185",Gasoline,"19,678 mi"
Mitsubishi,Eclipse Cross SE AWD,152 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$15,787",Gasoline,"56,069 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$15,885",Gasoline,"73,549 mi"
Mitsubishi,Lancer Evolution GSR,291 hp 2L I4,4 doors,2013,5-Speed Manual,"$29,900",Gasoline,"71,799 mi"
Mitsubishi,Raider Duro Cross V8 4dr Extended Cab 4WD SB,230 hp 4.7L V8,4 doors,2006,Automatic,"$9,500",Gasoline,"100,031 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2019,Automatic,"$10,495",Gasoline,"126,250 mi"
Mitsubishi,Lancer ES,148 hp 2L I4,4 doors,2014,Automatic,"$5,544",Gasoline,"142,868 mi"
Mitsubishi,Outlander Sport 2.4 ES,168 hp 2.4L I4,4 doors,2016,5-Speed Manual,"$9,995",Gasoline,"96,985 mi"
Mitsubishi,Outlander Hybrid Plug-in  SEL AWD,2.4L I4 Hybrid,4 doors,2022,Automatic,"$21,999",Hybrid,"36,015 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$16,600",Gasoline,"49,767 mi"
Mitsubishi,Outlander ES AWD,166 hp 2.4L I4,4 doors,2017,Automatic,"$14,998",Gasoline,"48,943 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2020,Automatic,"$10,999",Gasoline,"81,376 mi"
Mitsubishi,Outlander ES AWD,166 hp 2.4L I4,4 doors,2020,Continuously Variable Transmission,"$19,000",Gasoline,"33,091 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$15,995",Gasoline,"61,325 mi"
Mitsubishi,Outlander ES AWD,166 hp 2.4L I4,4 doors,2020,Continuously Variable Transmission,"$16,999",Gasoline,"52,197 mi"
Mitsubishi,Eclipse Cross SE Special Edition AWD,152 hp 1.5L I4,4 doors,2022,Continuously Variable Transmission,"$18,475",Gasoline,"63,700 mi"
Mitsubishi,Mirage ES FWD,78 hp 1.2L I3,4 doors,2020,Continuously Variable Transmission,"$9,587",Gasoline,"60,976 mi"
Mitsubishi,Eclipse Cross LE AWD,152 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$12,295",Gasoline,"79,234 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2016,Continuously Variable Transmission,"$8,495",Gasoline,"110,370 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2018,Automatic,"$8,995",Gasoline,"73,860 mi"
Mitsubishi,Mirage ES FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$9,894",Gasoline,"56,603 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2015,Continuously Variable Transmission,"$8,495",Gasoline,"116,526 mi"
Mitsubishi,Outlander Sport SE AWD,168 hp 2.4L I4,4 doors,2018,Continuously Variable Transmission,"$10,999",Gasoline,"115,299 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$20,300",Gasoline,"10,474 mi"
Mitsubishi,Outlander SEL AWD,181 hp 2.5L I4,4 doors,2023,Automatic,"$29,508",Gasoline,"14,305 mi"
Mitsubishi,Outlander Sport GT AWD,168 hp 2.4L I4,4 doors,2019,Automatic,"$18,719",Gasoline,"36,255 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$16,999",Gasoline,"27,882 mi"
Mitsubishi,Outlander Sport LE AWD,148 hp 2L I4,4 doors,2022,Continuously Variable Transmission,"$19,940",Gasoline,"15,370 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$15,595",Gasoline,"83,299 mi"
Mitsubishi,Outlander Sport ES FWD,148 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$13,500",Gasoline,"72,777 mi"
Mitsubishi,Outlander Sport ES AWD,148 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$20,999",Gasoline,"14,689 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2023,Continuously Variable Transmission,"$16,950",Gasoline,"3,533 mi"
Mitsubishi,Mirage G4 ES FWD,78 hp 1.2L I3,4 doors,2018,5-Speed Manual,"$6,995",Gasoline,"66,349 mi"
Mitsubishi,Outlander Sport ES,148 hp 2L I4,4 doors,2017,Automatic,"$9,990",Gasoline,"98,612 mi"
Mitsubishi,Mirage ES FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$10,900",Gasoline,"53,880 mi"
Mitsubishi,Mirage ES FWD,78 hp 1.2L I3,4 doors,2021,Continuously Variable Transmission,"$11,649",Gasoline,"33,427 mi"
Mitsubishi,Outlander Sport SE AWD,148 hp 2L I4,4 doors,2019,Automatic,"$12,980",Gasoline,"68,401 mi"
Mitsubishi,Outlander Sport SE FWD,148 hp 2L I4,4 doors,2021,Automatic,"$13,881",Gasoline,"60,270 mi"
Mitsubishi,Outlander SE AWD,168 hp 2.4L I4,4 doors,2011,Continuously Variable Transmission,"$10,750",Gasoline,"69,967 mi"
Mitsubishi,Mirage G4 SE FWD,78 hp 1.2L I3,4 doors,2018,Continuously Variable Transmission,"$8,500",Gasoline,"92,700 mi"
