brand,model,engine,nb of doors,year,transmission,price,fuel,kilometer
Honda,Accord EX,190 hp 2.4L I4,4 doors,2008,5-Speed Automatic,"$7,999",Gasoline,"132,845 mi"
Honda,Civic Coupe LX,140 hp 1.8L I4,2 doors,2013,5-Speed Automatic,"$7,990",Gasoline,"160,001 mi"
Honda,CR-V LX FWD,185 hp 2.4L I4,4 doors,2015,Continuously Variable Transmission,"$14,973",Gasoline,"83,201 mi"
Honda,Civic LX,140 hp 1.8L I4,4 doors,2010,Not Rated,"$7,200",Automatic,"144,166 mi"
Honda,Fit Sport,117 hp 1.5L I4,4 doors,2013,Automatic,"$9,500",Gasoline,"119,395 mi"
Honda,Fit Sport,117 hp 1.5L I4,4 doors,2010,Automatic,"$5,995",Gasoline,"182,000 mi"
Honda,Accord Hybrid Sport FWD w/o BSI,204 hp 2L I4 Hybrid,4 doors,2023,Continuously Variable Transmission,"$26,750",Hybrid,"22,432 mi"
Honda,Civic Hatchback LX FWD,174 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$19,198",Gasoline,"14,287 mi"
Honda,Pilot EX-L FWD,280 hp 3.5L V6,4 doors,2018,6-Speed Automatic Overdrive,"$19,995",Gasoline,"105,609 mi"
Honda,Civic LX,140 hp 1.8L I4,4 doors,2013,Automatic,"$10,995",Gasoline,"107,568 mi"
Honda,CR-V EX-L AWD,190 hp 1.5L I4,4 doors,2018,Automatic,"$17,588",Gasoline,"137,727 mi"
Honda,CR-V EX-L AWD,190 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$22,880",Gasoline,"44,767 mi"
Honda,Civic EX w/ Navigation,140 hp 1.8L I4,4 doors,2012,5-Speed Automatic,"$10,195",Gasoline,"101,609 mi"
Honda,Civic Coupe Si,201 hp 2.4L I4,2 doors,2012,6-Speed Manual Overdrive,"$7,495",Gasoline,"214,270 mi"
Honda,Pilot Touring AWD,280 hp 3.5L V6,4 doors,2021,9-Speed Automatic,"$32,895",Gasoline,"26,234 mi"
Honda,HR-V LX AWD,141 hp 1.8L I4,4 doors,2021,Continuously Variable Transmission,"$19,927",Gasoline,"27,712 mi"
Honda,Civic Hatchback Sport FWD,158 hp 2L I4,4 doors,2024,Continuously Variable Transmission,"$26,945",Gasoline,"1,791 mi"
Honda,Odyssey EX-L FWD,280 hp 3.5L V6,4 doors,2018,9-Speed Automatic,"$19,495",Gasoline,"98,038 mi"
Honda,Odyssey Elite FWD,280 hp 3.5L V6,4 doors,2019,Automatic,"$29,360",Gasoline,"69,058 mi"
Honda,Accord Sport FWD,189 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$20,700",Gasoline,"35,708 mi"
Honda,Fit LX,128 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$18,256",Gasoline,"40,693 mi"
Honda,Accord LX FWD,192 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$23,162",Gasoline,"31,323 mi"
Honda,CR-V LX AWD,184 hp 2.4L I4,4 doors,2017,Automatic,"$18,490",Gasoline,"80,280 mi"
Honda,Insight EX with Nav,98 hp 1.3L I4 Hybrid,4 doors,2012,4-Speed Automatic,"$9,995",Hybrid,"64,128 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$25,122",Gasoline,"32,504 mi"
Honda,Civic Sport FWD,158 hp 2L I4,4 doors,2021,Continuously Variable Transmission,"$22,298",Gasoline,"18,825 mi"
Honda,Civic LX,140 hp 1.8L I4,4 doors,2009,5-Speed Automatic,"$8,390",Gasoline,"104,522 mi"
Honda,Civic Si FWD,200 hp 1.5L I4,4 doors,2023,Manual,"$29,250",Gasoline,"9,341 mi"
Honda,Accord Sport FWD,192 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$21,977",Gasoline,"44,946 mi"
Honda,Accord 2.0T EX-L FWD,252 hp 2L I4,4 doors,2019,Automatic,"$20,941",Gasoline,"67,125 mi"
Honda,Passport Touring FWD,280 hp 3.5L V6,4 doors,2021,9-Speed Automatic,"$27,988",Gasoline,"26,643 mi"
Honda,Pilot Touring,280 hp 3.5L V6,4 doors,2016,9-Speed Automatic,"$19,154",Gasoline,"96,830 mi"
Honda,CR-V EX FWD,190 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$18,698",Gasoline,"94,401 mi"
Honda,CR-V Hybrid Sport Touring AWD,204 hp 2L I4 Hybrid,4 doors,2023,Continuously Variable Transmission,"$35,972",Hybrid,"7,135 mi"
Honda,Accord LX-P,177 hp 2.4L I4,4 doors,2008,5-Speed Automatic,"$6,499",Gasoline,"176,635 mi"
Honda,HR-V LX AWD,141 hp 1.8L I4,4 doors,2021,Continuously Variable Transmission,"$18,995",Gasoline,"24,045 mi"
Honda,CR-V Hybrid Sport Touring AWD,204 hp 2L I4 Hybrid,4 doors,2023,Continuously Variable Transmission,"$35,497",Hybrid,"20,036 mi"
Honda,Ridgeline RTS,250 hp 3.5L V6,4 doors,2012,Automatic,"$9,950",Gasoline,"178,044 mi"
Honda,CR-V LX FWD,184 hp 2.4L I4,4 doors,2017,Automatic,"$20,535",Gasoline,"29,260 mi"
Honda,Civic Touring Sedan FWD,174 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$20,999",Gasoline,"63,141 mi"
Honda,CR-V EX-L AWD,190 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$23,828",Gasoline,"38,592 mi"
Honda,CR-V EX FWD,190 hp 1.5L I4,4 doors,2017,Automatic,"$20,495",Gasoline,"53,802 mi"
Honda,HR-V EX-L AWD,158 hp 2L I4,4 doors,2024,Continuously Variable Transmission,"$29,255",Gasoline,"3,699 mi"
Honda,Odyssey Touring Elite FWD,280 hp 3.5L V6,4 doors,2018,Automatic,"$21,500",Gasoline,"130,056 mi"
Honda,Accord 1.5T Sport FWD,192 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$22,500",Gasoline,"68,472 mi"
Honda,Accord EX-L,177 hp 2.4L I4,4 doors,2008,5-Speed Automatic,"$5,799",Gasoline,"200,000 mi"
Honda,Civic LX,143 hp 1.8L I4,4 doors,2015,Automatic,"$10,495",Gasoline,"129,300 mi"
Honda,Pilot Elite AWD,280 hp 3.5L V6,4 doors,2016,9-Speed Automatic,"$19,296",Gasoline,"130,296 mi"
Honda,Ridgeline RTL AWD,280 hp 3.5L V6,4 doors,2023,9-Speed Automatic,"$36,998",Gasoline,"2,096 mi"
Honda,Odyssey EX FWD,280 hp 3.5L V6,4 doors,2019,9-Speed Automatic,"$17,977",Gasoline,"123,009 mi"
Honda,Civic LX Sedan FWD,158 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$16,900",Gasoline,"69,942 mi"
Honda,Pilot EX-L AWD,280 hp 3.5L V6,4 doors,2017,6-Speed Automatic,"$15,591",Gasoline,"166,303 mi"
Honda,Civic Si,205 hp 1.5L I4,4 doors,2017,6-Speed Manual,"$19,947",Gasoline,"79,849 mi"
Honda,Odyssey EX-L FWD with RES,248 hp 3.5L V6,4 doors,2016,Automatic,"$14,995",Gasoline,"129,710 mi"
Honda,Pilot EX-L AWD,280 hp 3.5L V6,4 doors,2019,Automatic,"$19,995",Gasoline,"104,940 mi"
Honda,Accord Hybrid Sport FWD,212 hp 2L I4 Hybrid,4 doors,2022,Continuously Variable Transmission,"$24,548",Hybrid,"48,469 mi"
Honda,Pilot Elite AWD,280 hp 3.5L V6,4 doors,2020,Automatic,"$30,790",Gasoline,"50,793 mi"
Honda,CR-V LX AWD,184 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$19,687",Gasoline,"72,622 mi"
Honda,Accord 1.5T Sport FWD,192 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$17,900",Gasoline,"110,470 mi"
Honda,Odyssey Touring FWD,280 hp 3.5L V6,4 doors,2022,Automatic,"$35,060",Gasoline,"48,413 mi"
Honda,CR-V EX-L FWD,190 hp 1.5L I4,4 doors,2022,Continuously Variable Transmission,"$28,597",Gasoline,"13,751 mi"
Honda,Passport Elite AWD,280 hp 3.5L V6,4 doors,2021,Automatic,"$27,998",Gasoline,"68,878 mi"
Honda,Ridgeline Black Edition AWD,280 hp 3.5L V6,4 doors,2021,Automatic,"$31,747",Gasoline,"52,627 mi"
Honda,Civic LX,143 hp 1.8L I4,4 doors,2015,Continuously Variable Transmission,"$11,599",Gasoline,"121,262 mi"
Honda,CR-V Touring FWD,190 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$25,959",Gasoline,"50,538 mi"
Honda,Accord LX,177 hp 2.4L I4,4 doors,2008,5-Speed Automatic,"$5,950",Gasoline,"200,000 mi"
Honda,CR-V EX AWD,185 hp 2.4L I4,4 doors,2014,5-Speed Automatic,"$13,414",Gasoline,"111,315 mi"
Honda,HR-V LX AWD,158 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$22,900",Gasoline,"15,627 mi"
Honda,Civic LX Sedan FWD,158 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$18,750",Gasoline,"64,501 mi"
Honda,Accord Sport FWD,192 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$23,753",Gasoline,"16,691 mi"
Honda,Pilot Touring FWD,280 hp 3.5L V6,4 doors,2018,9-Speed Automatic,"$20,995",Gasoline,"109,572 mi"
Honda,Accord Sport FWD,189 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$14,495",Gasoline,"135,540 mi"
Honda,Civic Si with Summer Tires,205 hp 1.5L I4,4 doors,2018,6-Speed Manual,"$19,495",Gasoline,"80,470 mi"
Honda,Accord LX FWD,185 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$16,380",Gasoline,"72,058 mi"
Honda,Odyssey EX-L FWD,280 hp 3.5L V6,4 doors,2019,9-Speed Automatic,"$25,000",Gasoline,"84,959 mi"
Honda,Accord 1.5T LX FWD,192 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$19,500",Gasoline,"55,097 mi"
Honda,CR-V EX AWD,185 hp 2.4L I4,4 doors,2016,Continuously Variable Transmission,"$16,888",Gasoline,"73,472 mi"
Honda,Pilot Black Edition AWD,280 hp 3.5L V6,4 doors,2020,Automatic,"$29,970",Gasoline,"70,046 mi"
Honda,CR-V Hybrid Touring AWD,212 hp 2L I4 Hybrid,4 doors,2020,Continuously Variable Transmission,"$24,980",Hybrid,"79,562 mi"
Honda,HR-V EX AWD,141 hp 1.8L I4,4 doors,2018,Continuously Variable Transmission,"$16,995",Gasoline,"64,769 mi"
Honda,CR-V LX AWD,184 hp 2.4L I4,4 doors,2018,Automatic,"$19,699",Gasoline,"66,661 mi"
Honda,Civic Hatchback EX FWD,174 hp 1.5L I4,4 doors,2019,Automatic,"$20,000",Gasoline,"59,695 mi"
Honda,Accord Hybrid Sport FWD,212 hp 2L I4 Hybrid,4 doors,2022,Continuously Variable Transmission,"$25,911",Hybrid,"31,149 mi"
Honda,Pilot LX AWD,280 hp 3.5L V6,4 doors,2017,Automatic,"$17,999",Gasoline,"89,184 mi"
Honda,CR-V EX-L FWD,190 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$21,995",Gasoline,"50,725 mi"
Honda,HR-V EX-L AWD with Navigation,141 hp 1.8L I4,4 doors,2018,7-Speed CVT,"$18,995",Gasoline,"66,159 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$22,660",Gasoline,"36,627 mi"
Honda,Pilot LX,250 hp 3.5L V6,4 doors,2015,5-Speed Automatic,"$15,995",Gasoline,"93,320 mi"
Honda,Pilot LX AWD,280 hp 3.5L V6,4 doors,2017,Automatic,"$17,488",Gasoline,"107,665 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$22,333",Gasoline,"57,165 mi"
Honda,CR-V EX-L AWD,190 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$27,999",Gasoline,"26,865 mi"
Honda,Accord 1.5T EX FWD,192 hp 1.5L I4,4 doors,2018,Automatic,"$21,998",Gasoline,"41,879 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$22,999",Gasoline,"50,668 mi"
Honda,CR-V EX AWD,180 hp 2.4L I4,4 doors,2011,Automatic,"$7,995",Gasoline,"184,525 mi"
Honda,Accord Sport FWD,192 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$24,988",Gasoline,"15,043 mi"
Honda,Civic Hatchback EX-L FWD with Navigation,174 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$20,633",Gasoline,"52,870 mi"
Honda,Pilot EX-L AWD,280 hp 3.5L V6,4 doors,2019,6-Speed Automatic,"$25,898",Gasoline,"54,478 mi"
Honda,CR-V EX-L AWD,190 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$23,990",Gasoline,"75,941 mi"
Honda,HR-V LX AWD,141 hp 1.8L I4,4 doors,2021,Automatic,"$17,900",Gasoline,"60,933 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$27,486",Gasoline,"18,701 mi"
Honda,HR-V EX AWD,141 hp 1.8L I4,4 doors,2021,Continuously Variable Transmission,"$20,993",Gasoline,"33,271 mi"
Honda,Pilot Elite AWD,285 hp 3.5L V6,4 doors,2024,Automatic,"$48,977",Gasoline,"5,630 mi"
Honda,HR-V Sport AWD,141 hp 1.8L I4,4 doors,2019,Continuously Variable Transmission,"$19,500",Gasoline,"30,383 mi"
Honda,Civic EX FWD,180 hp 1.5L I4,4 doors,2023,Continuously Variable Transmission,"$26,495",Gasoline,"9,879 mi"
Honda,CR-V LX FWD,184 hp 2.4L I4,4 doors,2019,Continuously Variable Transmission,"$18,490",Gasoline,"84,367 mi"
Honda,HR-V EX FWD,141 hp 1.8L I4,4 doors,2021,Continuously Variable Transmission,"$20,608",Gasoline,"33,383 mi"
Honda,Civic Hatchback EX-L FWD,180 hp 1.5L I4,4 doors,2024,Continuously Variable Transmission,"$27,997",Gasoline,"1,004 mi"
Honda,Civic LX Sedan FWD,158 hp 2L I4,4 doors,2020,Continuously Variable Transmission,"$18,995",Gasoline,"39,578 mi"
Honda,Accord 1.5T EX-L FWD,192 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$24,570",Gasoline,"14,036 mi"
Honda,CR-V EX-L AWD,190 hp 1.5L I4,4 doors,2018,Continuously Variable Transmission,"$21,999",Gasoline,"85,012 mi"
Honda,HR-V Sport FWD,141 hp 1.8L I4,4 doors,2021,Continuously Variable Transmission,"$19,828",Gasoline,"21,426 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2018,Automatic,"$19,990",Gasoline,"79,760 mi"
Honda,Accord EX-L,190 hp 2.4L I4,4 doors,2009,Automatic,"$4,995",Gasoline,"224,277 mi"
Honda,Accord 1.5T LX FWD,192 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$12,900",Gasoline,"177,209 mi"
Honda,Ridgeline Black Edition AWD,280 hp 3.5L V6,4 doors,2023,Automatic,"$39,999",Gasoline,"15,142 mi"
Honda,Accord Sport FWD,192 hp 1.5L I4,4 doors,2021,Continuously Variable Transmission,"$24,140",Gasoline,"37,078 mi"
Honda,Accord LX FWD,192 hp 1.5L I4,4 doors,2023,Continuously Variable Transmission,"$24,700",Gasoline,"12,421 mi"
Honda,HR-V LX AWD,141 hp 1.8L I4,4 doors,2019,Continuously Variable Transmission,"$20,353",Gasoline,"14,732 mi"
Honda,Ridgeline Sport AWD,280 hp 3.5L V6,4 doors,2021,Automatic,"$28,986",Gasoline,"13,902 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$20,792",Gasoline,"85,592 mi"
Honda,Civic Si FWD,205 hp 1.5L I4,4 doors,2019,6-Speed Manual,"$24,988",Gasoline,"28,300 mi"
Honda,Passport Elite AWD,280 hp 3.5L V6,4 doors,2021,9-Speed Automatic Overdrive,"$30,032",Gasoline,"56,527 mi"
Honda,HR-V LX FWD,158 hp 2L I4,4 doors,2023,Continuously Variable Transmission,"$23,400",Gasoline,"16,238 mi"
Honda,CR-V Hybrid Touring AWD,212 hp 2L I4 Hybrid,4 doors,2020,Continuously Variable Transmission,"$27,999",Hybrid,"38,422 mi"
Honda,Accord 2.0T Touring FWD,252 hp 2L I4,4 doors,2019,Automatic,"$23,500",Gasoline,"40,279 mi"
Honda,Accord 1.5T Sport FWD,192 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$22,644",Gasoline,"49,725 mi"
Honda,HR-V Sport AWD,141 hp 1.8L I4,4 doors,2021,Continuously Variable Transmission,"$19,264",Gasoline,"35,650 mi"
Honda,Accord 2.0T Touring FWD,252 hp 2L I4,4 doors,2018,Automatic,"$22,000",Gasoline,"64,765 mi"
Honda,CR-V EX AWD,190 hp 1.5L I4,4 doors,2019,Continuously Variable Transmission,"$21,788",Gasoline,"59,682 mi"
Honda,CR-V LX AWD,184 hp 2.4L I4,4 doors,2017,Continuously Variable Transmission,"$16,499",Gasoline,"114,779 mi"
Honda,CR-V EX-L AWD,190 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$25,998",Gasoline,"41,217 mi"
Honda,CR-V Touring AWD,190 hp 1.5L I4,4 doors,2020,Continuously Variable Transmission,"$25,249",Gasoline,"53,721 mi"
Honda,HR-V Sport FWD,141 hp 1.8L I4,4 doors,2021,Continuously Variable Transmission,"$20,500",Gasoline,"25,426 mi"
Suzuki,Vitara 1.6DDiS SZ5 ALLGRIP,"I4 Diesel",5 doors,2017,Manual," $12,798 ",Diesel,"60,000 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2018,Manual," $10,800 ",Diesel,"43,974 mi"
Suzuki,Vitara 1.6DDiS SZ5 ALLGRIP,"I4 Diesel",5 doors,2017,Manual," $10,799 ",Diesel,"76,000 mi"
Suzuki,Vitara 1.6DDiS SZ5 (Rugged Pack),"I4 Diesel",5 doors,2016,Manual," $10,789 ",Diesel,"68,193 mi"
Suzuki,Vitara 1.6DDiS SZ5,"I4 Diesel",5 doors,2016,Manual," $10,579 ",Diesel,"50,000 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2017,Manual," $9,976 ",Diesel,"49,123 mi"
Suzuki,S-Cross 1.6DDiS SZ-T,"I4 Diesel",5 doors,2017,Manual," $9,935 ",Diesel,"57,613 mi"
Suzuki,S-Cross 1.6 DDiS SZ5 4X4 ALLGRIP TCSS,"I4 Diesel",5 doors,2016,Automatic," $9,715 ",Diesel,"64,803 mi"
Suzuki,S-Cross 1.6 DDiS SZ-T 4X4 ALLGRIP,"I4 Diesel",5 doors,2016,Manual," $9,709 ",Diesel,"54,601 mi"
Suzuki,Vitara 1.6DDiS SZ5 ALLGRIP,"I4 Diesel",5 doors,2015,Manual," $9,709 ",Diesel,"85,988 mi"
Suzuki,Vitara 1.6DDiS SZ5 ALLGRIP,"I4 Diesel",5 doors,2015,Manual," $9,653 ",Diesel,"78,452 mi"
Suzuki,Vitara 1.6DDiS SZ5,"I4 Diesel",5 doors,2016,Manual," $9,179 ",Diesel,"93,535 mi"
Suzuki,S-Cross 1.6 DDiS SZ5 4X4 ALLGRIP TCSS,"I4 Diesel",5 doors,2016,Automatic," $8,640 ",Diesel,"79,100 mi"
Suzuki,Vitara 1.6DDiS SZ5,"I4 Diesel",5 doors,2016,Manual," $8,635 ",Diesel,"63,000 mi"
Suzuki,S-Cross 1.6DDiS SZ-T,"I4 Diesel",5 doors,2017,Manual," $8,635 ",Diesel,"79,247 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2016,Manual," $8,635 ",Diesel,"73,759 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2017,Manual," $8,413 ",Diesel,"88,000 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2016,Manual," $8,305 ",Diesel,"79,000 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2016,Manual," $8,095 ",Diesel,"72,256 mi"
Suzuki,S-Cross 1.6 DDiS SZ5 4X4 ALLGRIP TCSS,"I4 Diesel",5 doors,2016,Automatic," $7,830 ",Diesel,"95,000 mi"
Suzuki,S-Cross 1.6 DDiS SZ5 4X4 ALLGRIP,"I4 Diesel",5 doors,2014,Manual," $7,830 ",Diesel,"55,000 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2016,Manual," $7,771 ",Diesel,"88,740 mi"
Suzuki,S-Cross 1.6 DDiS SZ-T 4X4 ALLGRIP,"I4 Diesel",5 doors,2016,Manual," $7,559 ",Diesel,"78,123 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2015,Manual," $7,549 ",Diesel,"83,201 mi"
Suzuki,S-Cross 1.6 DDiS SZ-T 4X4 ALLGRIP,"I4 Diesel",5 doors,2016,Manual," $7,549 ",Diesel,"75,905 mi"
Suzuki,Vitara 1.6DDiS SZ-T,"I4 Diesel",5 doors,2017,Manual," $6,793 ",Diesel,"114,000 mi"
Suzuki,S-Cross 1.6 DDiS SZ-T,"I4 Diesel",5 doors,2016,Manual," $5,935 ",Diesel,"107,576 mi"
Suzuki,Swift 1.3TD SZ4,"I4 Diesel",5 doors,2014,Manual," $5,929 ",Diesel,"55,045 mi"
Suzuki,S-Cross 1.6 DDiS SZ3,"I4 Diesel",5 doors,2014,Manual," $5,389 ",Diesel,"82,810 mi"
Suzuki,S-Cross 1.6 DDiS SZ5,"I4 Diesel",5 doors,2013,Manual," $5,071 ",Diesel,"101,000 mi"
Suzuki,S-Cross 1.6 DDiS SZ5,"I4 Diesel",5 doors,2014,Manual," $4,860 ",Diesel,"113,000 mi"
Suzuki,Swift 1.3TD SZ4,"I4 Diesel",5 doors,2014,Manual," $4,855 ",Diesel,"63,885 mi"
Suzuki,S-Cross 1.6 DDiS SZ3,"I4 Diesel",5 doors,2015,Manual," $4,833 ",Diesel,"100,171 mi"
Suzuki,Grand Vitara 1.9TD SZ5,"I4 Diesel",5 doors,2011,Manual," $4,697 ",Diesel,"89,954 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Continuously variable transmission," $27,215 ",Hybrid,402 mi
Suzuki,Swace 1.8 Ultra,"I4 Hybrid",5 doors,2023,Automatic," $26,946 ",Hybrid,"5,700 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Automatic," $26,887 ",Hybrid,70 mi
Suzuki,Swace 1.8 Ultra,"I4 Hybrid",5 doors,2023,Automatic," $26,448 ",Hybrid,"4,500 mi"
Suzuki,Swace 1.8 Ultra,"I4 Hybrid",5 doors,2023,Automatic," $26,123 ",Hybrid,"1,951 mi"
Suzuki,Swace 1.8 Ultra,"I4 Hybrid",5 doors,2023,Automatic," $25,919 ",Hybrid,"5,146 mi"
Suzuki,Swace 1.8 Ultra,"I4 Hybrid",5 doors,2023,Automatic," $25,915 ",Hybrid,"5,500 mi"
Suzuki,Swace 1.8 Ultra,"I4 Hybrid",5 doors,2023,Automatic," $25,915 ",Hybrid,"3,200 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Automatic," $25,915 ",Hybrid,"3,152 mi"
Suzuki,Vitara 1.5 SZ5 ALLGRIP,"I4 Hybrid",5 doors,2023,Automatic," $25,477 ",Hybrid,"8,229 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Automatic," $24,570 ",Hybrid,"4,510 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Automatic," $24,295 ",Hybrid,"7,810 mi"
Suzuki,Swace 1.8 SZ5,"I4 Hybrid",5 doors,2023,Automatic," $24,295 ",Hybrid,"3,900 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Automatic," $23,758 ",Hybrid,"3,790 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Automatic," $23,653 ",Hybrid,"4,657 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2023,Automatic," $22,675 ",Hybrid,"10,909 mi"
Suzuki,Vitara 1.5 SZ5,"I4 Hybrid",5 doors,2022,Automatic," $22,626 ",Hybrid,"7,078 mi"
Suzuki,Vitara 1.5 SZ5,"I4 Hybrid",5 doors,2022,Automatic," $22,356 ",Hybrid,"1,537 mi"
Suzuki,Vitara 1.5 SZ5 ALLGRIP,"I4 Hybrid",5 doors,2022,Automatic," $22,356 ",Hybrid,"10,835 mi"
Suzuki,Swace 1.8 Motion,"I4 Hybrid",5 doors,2023,Continuously variable transmission," $22,134 ",Hybrid,"5,290 mi"
Suzuki,Vitara 1.5 SZ-T,"I4 Hybrid",5 doors,2022,Automatic," $21,595 ",Hybrid,"6,000 mi"
Suzuki,Vitara 1.5 SZ5,"I4 Hybrid",5 doors,2022,Automatic," $21,222 ",Hybrid,"12,511 mi"
Suzuki,Vitara 1.5 SZ5,"I4 Hybrid",5 doors,2022,Automatic," $20,844 ",Hybrid,"20,333 mi"
Suzuki,Vitara 1.5 SZ-T,"I4 Hybrid",5 doors,2022,Automatic," $20,839 ",Hybrid,"1,854 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2022,Automatic," $20,515 ",Hybrid,"10,000 mi"
Suzuki,Swace 1.8 SZ5,"I4 Hybrid",5 doors,2022,Automatic," $20,466 ",Hybrid,"18,248 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2022,Automatic," $20,194 ",Hybrid,"13,147 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2022,Automatic," $19,980 ",Hybrid,"9,761 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2022,Automatic," $19,979 ",Hybrid,"5,823 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2022,Automatic," $19,759 ",Hybrid,"9,911 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2021,Automatic," $19,440 ",Hybrid,"4,176 mi"
Suzuki,Swace 1.8 SZ5,"I4 Hybrid",5 doors,2022,Automatic," $18,198 ",Hybrid,"27,000 mi"
Suzuki,Swace 1.8 SZ-T,"I4 Hybrid",5 doors,2021,Automatic," $17,063 ",Hybrid,"35,914 mi"
Suzuki,Ignis 1.2 Dualjet SZ5 (90ps) (SHVS) 1242cc,"I4 Hybrid",5 doors,2020,Manual," $13,282 ",Hybrid,"12,380 mi"
Suzuki,Ignis 1.2 Dualjet SZ5 4X4 (SHVS),"I4 Hybrid",5 doors,2018,Manual," $12,955 ",Hybrid,"8,042 mi"
Suzuki,Ignis 1.2 Dualjet SZ5 (90ps) (SHVS) 1242cc,"I4 Hybrid",5 doors,2020,Manual," $12,949 ",Hybrid,"17,831 mi"
Suzuki,Ignis 1.2 Dualjet SZ-T (SHVS),"I4 Hybrid",5 doors,2019,Manual," $12,527 ",Hybrid,"5,863 mi"
Suzuki,Ignis 1.2 Dualjet SZ-T (90ps) (SHVS) 1242cc,"I4 Hybrid",5 doors,2020,Manual," $12,418 ",Hybrid,"11,010 mi"
Suzuki,Ignis 1.2 Dualjet SZ5 (SHVS),"I4 Hybrid",5 doors,2019,Manual," $12,415 ",Hybrid,"13,096 mi"
Suzuki,Ignis 1.2 Dualjet SZ5 4X4 (SHVS),"I4 Hybrid",5 doors,2018,Manual," $11,879 ",Hybrid,"35,000 mi"
